# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
bmp7,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,BMP7,655,Homo sapiens,9606,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects the methylation of BMP7 gene,affects^methylation|increases^abundance,30521419
rps6ka5,Pioglitazone,D000077205,111025-46-8,RPS6KA5,9252,Homo sapiens,9606,[Metformin co-treated with Pioglitazone] results in decreased expression of RPS6KA5 mRNA,affects^cotreatment|decreases^expression,32589349
rps6ka5,pirinixic acid,C006253,50892-23-4,RPS6KA5,9252,Mus musculus,10090,[pirinixic acid binds to and results in increased activity of PPARA protein] which results in decreased expression of RPS6KA5 mRNA,affects^binding|decreases^expression|increases^activity,19710929
rps6ka5,Polyethylene Glycols,D011092,,RPS6KA5,9252,Homo sapiens,9606,[ormosil binds to Polyethylene Glycols] which results in increased expression of RPS6KA5 mRNA,affects^binding|increases^expression,24888373
rps6ka5,potassium chromate(VI),C027373,7789-00-6,RPS6KA5,9252,Homo sapiens,9606,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of RPS6KA5 mRNA,affects^cotreatment|decreases^expression,22079256
rps6ka5,potassium chromate(VI),C027373,7789-00-6,RPS6KA5,9252,Homo sapiens,9606,potassium chromate(VI) results in decreased expression of RPS6KA5 mRNA,decreases^expression,22079256
rps6ka5,Progesterone,D011374,57-83-0,RPS6KA5,9252,Homo sapiens,9606,[Progesterone co-treated with Estradiol] results in decreased expression of RPS6KA5 mRNA,affects^cotreatment|decreases^expression,17404688
rps6ka5,Quercetin,D011794,117-39-5,RPS6KA5,9252,Homo sapiens,9606,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Quercetin results in increased phosphorylation of RPS6KA5 protein],decreases^reaction|increases^phosphorylation,18377872
rps6ka5,Quercetin,D011794,117-39-5,RPS6KA5,9252,Homo sapiens,9606,Quercetin results in increased phosphorylation of RPS6KA5 protein,increases^phosphorylation,18377872
rps6ka5,Ro 31-8220,C064758,125314-64-9,RPS6KA5,9252,Rattus norvegicus,10116,Ro 31-8220 results in decreased activity of RPS6KA5 protein,decreases^activity,15522277
rps6ka5,Ruthenium Compounds,D017975,,RPS6KA5,9252,Homo sapiens,9606,Ruthenium Compounds results in decreased activity of RPS6KA5 protein,decreases^activity,16858717
rps6ka5,SB 203580,C093642,,RPS6KA5,9252,Homo sapiens,9606,SB 203580 inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],decreases^reaction|increases^activity,12547826
rps6ka5,SB 203580,C093642,,RPS6KA5,9252,Homo sapiens,9606,[U 0126 co-treated with SB 203580] inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],affects^cotreatment|decreases^reaction|increases^activity,12547826
rps6ka5,SB 203580,C093642,,RPS6KA5,9252,Rattus norvegicus,10116,SB 203580 inhibits the reaction [Phenylephrine results in increased phosphorylation of and results in increased activity of RPS6KA5 protein],decreases^reaction|increases^activity|increases^phosphorylation,15522277
rps6ka5,SCH 23390,C534628,,RPS6KA5,9252,Mus musculus,10090,SCH 23390 inhibits the reaction [[Oxidopamine co-treated with Levodopa] results in increased expression of RPS6KA5 protein],affects^cotreatment|decreases^reaction|increases^expression,19187092
rps6ka5,Silicon Dioxide,D012822,7631-86-9,RPS6KA5,9252,Homo sapiens,9606,Silicon Dioxide analog results in increased expression of RPS6KA5 mRNA,increases^expression,25895662
rps6ka5,Silicon Dioxide,D012822,7631-86-9,RPS6KA5,9252,Mus musculus,10090,Silicon Dioxide results in decreased expression of RPS6KA5 mRNA,decreases^expression,29203145
rps6ka5,Silver,D012834,7440-22-4,RPS6KA5,9252,Mus musculus,10090,Silver results in decreased expression of RPS6KA5 mRNA,decreases^expression,27131904
rps6ka5,SL 327,C424127,,RPS6KA5,9252,Mus musculus,10090,"SL 327 inhibits the reaction [[benserazide, levodopa drug combination co-treated with Oxidopamine] results in increased phosphorylation of RPS6KA5 protein]",affects^cotreatment|decreases^reaction|increases^phosphorylation,17596448
rps6ka5,SL 327,C424127,,RPS6KA5,9252,Mus musculus,10090,SL 327 inhibits the reaction [Cocaine results in increased phosphorylation of and results in increased activity of RPS6KA5 protein],decreases^reaction|increases^activity|increases^phosphorylation,16339038
rps6ka5,sodium arsenite,C017947,13768-07-5,RPS6KA5,9252,Homo sapiens,9606,SB 203580 inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],decreases^reaction|increases^activity,12547826
rps6ka5,sodium arsenite,C017947,13768-07-5,RPS6KA5,9252,Homo sapiens,9606,sodium arsenite results in decreased expression of RPS6KA5 mRNA,decreases^expression,28595984|34032870
rps6ka5,sodium arsenite,C017947,13768-07-5,RPS6KA5,9252,Homo sapiens,9606,sodium arsenite results in increased activity of RPS6KA5 protein,increases^activity,12547826
rps6ka5,sodium arsenite,C017947,13768-07-5,RPS6KA5,9252,Homo sapiens,9606,[U 0126 co-treated with SB 203580] inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],affects^cotreatment|decreases^reaction|increases^activity,12547826
rps6ka5,sodium arsenite,C017947,13768-07-5,RPS6KA5,9252,Homo sapiens,9606,U 0126 inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],decreases^reaction|increases^activity,12547826
rps6ka5,sodium arsenite,C017947,13768-07-5,RPS6KA5,9252,Rattus norvegicus,10116,sodium arsenite results in decreased expression of RPS6KA5 mRNA,decreases^expression,35314868
rps6ka5,Succimer,D004113,304-55-2,RPS6KA5,9252,Mus musculus,10090,[Succimer binds to Magnetite Nanoparticles] which results in decreased expression of RPS6KA5 mRNA,affects^binding|decreases^expression,21641980
rps6ka5,Sunitinib,D000077210,,RPS6KA5,9252,Homo sapiens,9606,Sunitinib results in increased expression of RPS6KA5 mRNA,increases^expression,31533062
rps6ka5,T-2 Toxin,D013605,21259-20-1,RPS6KA5,9252,Homo sapiens,9606,T-2 Toxin results in decreased expression of RPS6KA5 mRNA,decreases^expression,34581912
rps6ka5,Temozolomide,D000077204,85622-93-1,RPS6KA5,9252,Homo sapiens,9606,Temozolomide results in increased expression of RPS6KA5 mRNA,increases^expression,31758290
rps6ka5,tetrabromobisphenol A,C020806,79-94-7,RPS6KA5,9252,Mus musculus,10090,tetrabromobisphenol A results in decreased expression of RPS6KA5 mRNA,decreases^expression,25172293
rps6ka5,Tetrachlorodibenzodioxin,D013749,1746-01-6,RPS6KA5,9252,Mus musculus,10090,Tetrachlorodibenzodioxin promotes the reaction [RPS6KA5 protein binds to CYP1A1 enhancer],affects^binding|increases^reaction,24519526
rps6ka5,Tetrachlorodibenzodioxin,D013749,1746-01-6,RPS6KA5,9252,Mus musculus,10090,Tetrachlorodibenzodioxin results in decreased expression of RPS6KA5 mRNA,decreases^expression,19933214
rps6ka5,Tetrachlorodibenzodioxin,D013749,1746-01-6,RPS6KA5,9252,Rattus norvegicus,10116,Tetrachlorodibenzodioxin results in increased expression of RPS6KA5 mRNA,increases^expression,34747641
rps6ka5,Tetradecanoylphorbol Acetate,D013755,16561-29-8,RPS6KA5,9252,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in increased expression of RPS6KA5 mRNA,affects^cotreatment|increases^expression,25613284
rps6ka5,Tobacco Smoke Pollution,D014028,,RPS6KA5,9252,Homo sapiens,9606,Tobacco Smoke Pollution results in increased expression of RPS6KA5 mRNA,increases^expression,33660061
rps6ka5,Topotecan,D019772,123948-87-8,RPS6KA5,9252,Rattus norvegicus,10116,[Oxaliplatin co-treated with Topotecan] results in decreased expression of RPS6KA5 mRNA,affects^cotreatment|decreases^expression,25729387
rps6ka5,Topotecan,D019772,123948-87-8,RPS6KA5,9252,Rattus norvegicus,10116,Topotecan results in decreased expression of RPS6KA5 mRNA,decreases^expression,25729387
rps6ka5,Tretinoin,D014212,302-79-4,RPS6KA5,9252,Homo sapiens,9606,Tretinoin results in decreased expression of RPS6KA5 mRNA,decreases^expression,33167477
rps6ka5,tributyltin,C011559,688-73-3,RPS6KA5,9252,Macaca mulatta,9544,tributyltin results in increased expression of RPS6KA5 mRNA,increases^expression,29505797
rps6ka5,trichostatin A,C012589,58880-19-6,RPS6KA5,9252,Homo sapiens,9606,"[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of RPS6KA5 mRNA",affects^cotreatment|increases^expression,27188386
rps6ka5,trichostatin A,C012589,58880-19-6,RPS6KA5,9252,Homo sapiens,9606,trichostatin A results in increased expression of RPS6KA5 mRNA,increases^expression,24935251|26272509
rps6ka5,U 0126,C113580,,RPS6KA5,9252,Homo sapiens,9606,[U 0126 co-treated with SB 203580] inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],affects^cotreatment|decreases^reaction|increases^activity,12547826
rps6ka5,U 0126,C113580,,RPS6KA5,9252,Homo sapiens,9606,U 0126 inhibits the reaction [sodium arsenite results in increased activity of RPS6KA5 protein],decreases^reaction|increases^activity,12547826
rps6ka5,Urethane,D014520,51-79-6,RPS6KA5,9252,Homo sapiens,9606,Urethane results in increased expression of RPS6KA5 mRNA,increases^expression,28818685
rps6ka5,Valproic Acid,D014635,99-66-1,RPS6KA5,9252,Homo sapiens,9606,[Hydralazine co-treated with Valproic Acid] results in increased expression of RPS6KA5 mRNA,affects^cotreatment|increases^expression,17183730
rps6ka5,Valproic Acid,D014635,99-66-1,RPS6KA5,9252,Homo sapiens,9606,Valproic Acid results in decreased expression of RPS6KA5 mRNA,decreases^expression,23179753|28001369
rps6ka5,Valproic Acid,D014635,99-66-1,RPS6KA5,9252,Homo sapiens,9606,Valproic Acid results in decreased methylation of RPS6KA5 gene,decreases^methylation,28853863|29154799|29201983
rps6ka5,Valproic Acid,D014635,99-66-1,RPS6KA5,9252,Homo sapiens,9606,Valproic Acid results in increased expression of RPS6KA5 mRNA,increases^expression,29154799
rps6ka5,vinclozolin,C025643,50471-44-8,RPS6KA5,9252,Rattus norvegicus,10116,vinclozolin affects the expression of RPS6KA5 mRNA,affects^expression,19015723
rps6ka5,vinclozolin,C025643,50471-44-8,RPS6KA5,9252,Rattus norvegicus,10116,vinclozolin results in decreased expression of RPS6KA5 mRNA,decreases^expression,18042343
rps6ka5,Y 27632,C108830,138381-45-0,RPS6KA5,9252,Homo sapiens,9606,Y 27632 results in decreased activity of RPS6KA5 protein,decreases^activity,10998351
tgfbr2,"1,2-Dimethylhydrazine",D019813,540-73-8,TGFBR2,7048,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of TGFBR2 mRNA",affects^cotreatment|decreases^expression,22206623
tgfbr2,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,TGFBR2,7048,Mus musculus,10090,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene results in increased expression of TGFBR2 mRNA",increases^expression,22698814|28903501
tgfbr2,1-Butanol,D020001,71-36-3,TGFBR2,7048,Homo sapiens,9606,[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression|increases^abundance,29432896
tgfbr2,1-Methyl-3-isobutylxanthine,D015056,28822-58-4,TGFBR2,7048,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,28628672
tgfbr2,"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,TGFBR2,7048,Mus musculus,10090,"2,4,5,2',4',5'-hexachlorobiphenyl promotes the reaction [Tetrachlorodibenzodioxin results in increased expression of TGFBR2 mRNA]",increases^expression|increases^reaction,21851831
tgfbr2,"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,TGFBR2,7048,Mus musculus,10090,"2,4,5,2',4',5'-hexachlorobiphenyl results in increased expression of TGFBR2 mRNA",increases^expression,21851831
tgfbr2,"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,TGFBR2,7048,Mus musculus,10090,"Tetrachlorodibenzodioxin promotes the reaction [2,4,5,2',4',5'-hexachlorobiphenyl results in increased expression of TGFBR2 mRNA]",increases^expression|increases^reaction,21851831
tgfbr2,"2-(4-(biphenyl-4-sulfonyl)-piperazin-1-yl)-6,7-dipropoxyquinazolin-4-yl-amine",C525921,,TGFBR2,7048,Homo sapiens,9606,"TGFBR2 protein inhibits the reaction [2-(4-(biphenyl-4-sulfonyl)-piperazin-1-yl)-6,7-dipropoxyquinazolin-4-yl-amine results in decreased expression of IGFBP3 mRNA]",decreases^expression|decreases^reaction,29108245
tgfbr2,"2-(4-(biphenyl-4-sulfonyl)-piperazin-1-yl)-6,7-dipropoxyquinazolin-4-yl-amine",C525921,,TGFBR2,7048,Homo sapiens,9606,"TGFBR2 protein inhibits the reaction [2-(4-(biphenyl-4-sulfonyl)-piperazin-1-yl)-6,7-dipropoxyquinazolin-4-yl-amine results in decreased expression of IGFBP3 protein]",decreases^expression|decreases^reaction,29108245
tgfbr2,"2-amino-3-methylimidazo(4,5-f)quinoline",C029216,76180-96-6,TGFBR2,7048,Mus musculus,10090,"2-amino-3-methylimidazo(4,5-f)quinoline results in increased expression of TGFBR2 protein",increases^expression,22094457
tgfbr2,2-nitrotoluene,C029955,88-72-2,TGFBR2,7048,Rattus norvegicus,10116,2-nitrotoluene results in increased expression of TGFBR2 mRNA,increases^expression,16460773
tgfbr2,4-(4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)pyridin-2-yl)-N-(tetrahydro-2H-pyran-4-yl)benzamide,C509927,,TGFBR2,7048,Homo sapiens,9606,4-(4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)pyridin-2-yl)-N-(tetrahydro-2H-pyran-4-yl)benzamide results in decreased expression of TGFBR2 protein,decreases^expression,35213812
tgfbr2,"4-(4-((5-(4,5-dimethyl-2-nitrophenyl)-2-furanyl)methylene)-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl)benzoic acid",C584509,,TGFBR2,7048,Mus musculus,10090,"4-(4-((5-(4,5-dimethyl-2-nitrophenyl)-2-furanyl)methylene)-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl)benzoic acid results in decreased expression of TGFBR2 mRNA",decreases^expression,26921506
tgfbr2,"4,4'-diaminodiphenylmethane",C009505,101-77-9,TGFBR2,7048,Mus musculus,10090,"4,4'-diaminodiphenylmethane results in increased expression of TGFBR2 mRNA",increases^expression,18648102
tgfbr2,"4,4'-hexafluorisopropylidene diphenol",C583074,,TGFBR2,7048,Rattus norvegicus,10116,"4,4'-hexafluorisopropylidene diphenol results in increased expression of TGFBR2 mRNA",increases^expression,27567155
tgfbr2,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,TGFBR2,7048,Mus musculus,10090,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide inhibits the reaction [Sodium Fluoride results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,29127033
tgfbr2,4-nitrophenol,C024836,100-02-7,TGFBR2,7048,Mus musculus,10090,4-nitrophenol results in decreased expression of TGFBR2 mRNA,decreases^expression,34673133
tgfbr2,4-vinyl-1-cyclohexene dioxide,C012606,,TGFBR2,7048,Mus musculus,10090,4-vinyl-1-cyclohexene dioxide affects the expression of TGFBR2 mRNA,affects^expression,20829426
tgfbr2,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,TGFBR2,7048,Homo sapiens,9606,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in decreased expression of TGFBR2 mRNA",decreases^expression,19150397
tgfbr2,8-Bromo Cyclic Adenosine Monophosphate,D015124,23583-48-4,TGFBR2,7048,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate results in decreased expression of TGFBR2 mRNA,decreases^expression,22079614
tgfbr2,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,TGFBR2,7048,Mesocricetus auratus,10036,"9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 mRNA",increases^expression,22485181
tgfbr2,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,TGFBR2,7048,Mesocricetus auratus,10036,"9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 protein",increases^expression,22485181
tgfbr2,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,TGFBR2,7048,Mesocricetus auratus,10036,"chlorophyllin inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,22485181
tgfbr2,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,TGFBR2,7048,Mesocricetus auratus,10036,"chlorophyllin inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 protein]",decreases^reaction|increases^expression,22485181
tgfbr2,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,TGFBR2,7048,Mesocricetus auratus,10036,"Ellagic Acid inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,22485181
tgfbr2,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,TGFBR2,7048,Mesocricetus auratus,10036,"Ellagic Acid inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 protein]",decreases^reaction|increases^expression,22485181
tgfbr2,Acetaldehyde,D000079,75-07-0,TGFBR2,7048,Rattus norvegicus,10116,Acetaldehyde results in increased expression of TGFBR2 mRNA,increases^expression,12223100
tgfbr2,Acetaldehyde,D000079,75-07-0,TGFBR2,7048,Rattus norvegicus,10116,JUN protein promotes the reaction [Acetaldehyde results in increased expression of TGFBR2 mRNA],increases^expression|increases^reaction,12223100
tgfbr2,Acetaldehyde,D000079,75-07-0,TGFBR2,7048,Rattus norvegicus,10116,KLF9 protein promotes the reaction [Acetaldehyde results in increased expression of TGFBR2 mRNA],increases^expression|increases^reaction,12223100
tgfbr2,Acetaldehyde,D000079,75-07-0,TGFBR2,7048,Rattus norvegicus,10116,TGFBR2 protein promotes the reaction [Acetaldehyde results in increased expression of COL1A1 mRNA],increases^expression|increases^reaction,12223100
tgfbr2,acetamide,C030686,60-35-5,TGFBR2,7048,Rattus norvegicus,10116,acetamide results in decreased expression of TGFBR2 mRNA,decreases^expression,31881176
tgfbr2,Acetaminophen,D000082,103-90-2,TGFBR2,7048,Mus musculus,10090,Acetaminophen affects the expression of TGFBR2 mRNA,affects^expression,17562736
tgfbr2,Acetaminophen,D000082,103-90-2,TGFBR2,7048,Rattus norvegicus,10116,Acetaminophen results in decreased expression of TGFBR2 mRNA,decreases^expression,33387578
tgfbr2,Acetylcysteine,D000111,616-91-1,TGFBR2,7048,Rattus norvegicus,10116,Acetylcysteine results in decreased expression of TGFBR2 mRNA,decreases^expression,17602960
tgfbr2,Acetylcysteine,D000111,616-91-1,TGFBR2,7048,Rattus norvegicus,10116,Acetylcysteine results in decreased expression of TGFBR2 protein,decreases^expression,17602960
tgfbr2,Acetylcysteine,D000111,616-91-1,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Acetylcysteine results in decreased expression of TGFBR2 mRNA],decreases^expression|decreases^reaction,17602960
tgfbr2,Acetylcysteine,D000111,616-91-1,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Acetylcysteine results in decreased expression of TGFBR2 protein],decreases^expression|decreases^reaction,17602960
tgfbr2,acteoside,C058956,61276-17-3,TGFBR2,7048,Homo sapiens,9606,acteoside results in decreased expression of TGFBR2 protein,decreases^expression,33522686
tgfbr2,Aflatoxin B1,D016604,1162-65-8,TGFBR2,7048,Homo sapiens,9606,Aflatoxin B1 results in decreased expression of TGFBR2 mRNA,decreases^expression,28943387
tgfbr2,aflatoxin B2,C029753,22040-96-6,TGFBR2,7048,Homo sapiens,9606,aflatoxin B2 results in increased methylation of TGFBR2 intron,increases^methylation,30157460
tgfbr2,Air Pollutants,D000393,,TGFBR2,7048,Mus musculus,10090,[Air Pollutants results in increased abundance of Ozone] which results in increased expression of TGFBR2 mRNA,increases^abundance|increases^expression,34911549
tgfbr2,Allergens,D000485,,TGFBR2,7048,Homo sapiens,9606,Allergens results in increased expression of TGFBR2 mRNA,increases^expression,27283384
tgfbr2,Aluminum Chloride,D000077410,,TGFBR2,7048,Rattus norvegicus,10116,Aluminum Chloride results in decreased expression of TGFBR2 mRNA,decreases^expression,26658030|27720690
tgfbr2,Aluminum Chloride,D000077410,,TGFBR2,7048,Rattus norvegicus,10116,TGFB1 protein inhibits the reaction [Aluminum Chloride results in decreased expression of TGFBR2 mRNA],decreases^expression|decreases^reaction,27720690
tgfbr2,Aluminum Oxide,D000537,1344-28-1,TGFBR2,7048,Homo sapiens,9606,Aluminum Oxide results in increased expression of TGFBR2 mRNA,increases^expression,19464052
tgfbr2,Ammonium Chloride,D000643,12125-02-9,TGFBR2,7048,Rattus norvegicus,10116,Ammonium Chloride affects the expression of TGFBR2 mRNA,affects^expression,16483693
tgfbr2,"Antigens, Bacterial",D000942,,TGFBR2,7048,Mus musculus,10090,"[Antigens, Bacterial co-treated with Ovalbumin] results in increased expression of TGFBR2 mRNA",affects^cotreatment|increases^expression,29067999
tgfbr2,"Antigens, Bacterial",D000942,,TGFBR2,7048,Mus musculus,10090,"MYD88 gene mutant form affects the reaction [[Antigens, Bacterial co-treated with Ovalbumin] results in increased expression of TGFBR2 mRNA]",affects^cotreatment|affects^reaction|increases^expression,29067999
tgfbr2,Antirheumatic Agents,D018501,,TGFBR2,7048,Homo sapiens,9606,Antirheumatic Agents results in decreased expression of TGFBR2 mRNA,decreases^expression,25339124
tgfbr2,Arsenic,D001151,7440-38-2,TGFBR2,7048,Homo sapiens,9606,Arsenic affects the expression of TGFBR2 protein,affects^expression,24675094
tgfbr2,Arsenic,D001151,7440-38-2,TGFBR2,7048,Homo sapiens,9606,Arsenic affects the methylation of TGFBR2 gene,affects^methylation,25304211
tgfbr2,arsenic disulfide,C058317,56320-22-0,TGFBR2,7048,Homo sapiens,9606,arsenic disulfide results in decreased expression of TGFBR2 mRNA,decreases^expression,12890387
tgfbr2,Arsenic Trioxide,D000077237,1327-53-3,TGFBR2,7048,Homo sapiens,9606,Arsenic Trioxide results in decreased expression of TGFBR2 mRNA,decreases^expression,12852829|22521957
tgfbr2,arsenite,C015001,15502-74-6,TGFBR2,7048,Mus musculus,10090,arsenite affects the expression of TGFBR2 mRNA,affects^expression,33010264
tgfbr2,Asbestos,D001194,1332-21-4,TGFBR2,7048,Homo sapiens,9606,"[Asbestos, Serpentine results in decreased susceptibility to Asbestos] which results in decreased expression of TGFBR2 mRNA",decreases^expression|decreases^response to substance,25358858
tgfbr2,"Asbestos, Serpentine",D017632,,TGFBR2,7048,Homo sapiens,9606,"[Asbestos, Serpentine results in decreased susceptibility to Asbestos] which results in decreased expression of TGFBR2 mRNA",decreases^expression|decreases^response to substance,25358858
tgfbr2,avobenzone,C049935,,TGFBR2,7048,Homo sapiens,9606,avobenzone results in increased expression of TGFBR2 mRNA,increases^expression,31016361
tgfbr2,AZM551248,C547126,,TGFBR2,7048,Canis lupus familiaris,9615,AZM551248 results in increased expression of TGFBR2 mRNA,increases^expression,22323515
tgfbr2,azoxystrobin,C087670,131860-33-8,TGFBR2,7048,Homo sapiens,9606,azoxystrobin results in decreased expression of TGFBR2 mRNA,decreases^expression,33512557
tgfbr2,Benzo(a)pyrene,D001564,50-32-8,TGFBR2,7048,Homo sapiens,9606,Benzo(a)pyrene results in decreased expression of TGFBR2 mRNA,decreases^expression,20106945|21632981
tgfbr2,Benzo(a)pyrene,D001564,50-32-8,TGFBR2,7048,Homo sapiens,9606,Benzo(a)pyrene results in decreased methylation of TGFBR2 3' UTR,decreases^methylation,27901495
tgfbr2,Benzo(a)pyrene,D001564,50-32-8,TGFBR2,7048,Homo sapiens,9606,Benzo(a)pyrene results in decreased methylation of TGFBR2 promoter,decreases^methylation,27901495
tgfbr2,benzo(b)fluoranthene,C006703,205-99-2,TGFBR2,7048,Mus musculus,10090,benzo(b)fluoranthene results in increased expression of TGFBR2 mRNA,increases^expression,26377693
tgfbr2,benzo(e)pyrene,C026487,192-97-2,TGFBR2,7048,Homo sapiens,9606,benzo(e)pyrene results in increased methylation of TGFBR2 intron,increases^methylation,30157460
tgfbr2,benzyloxycarbonylleucyl-leucyl-leucine aldehyde,C072553,,TGFBR2,7048,Neogale vison,452646,benzyloxycarbonylleucyl-leucyl-leucine aldehyde inhibits the reaction [pentabromophenol results in decreased expression of and results in decreased stability of TGFBR2 protein],decreases^expression|decreases^reaction|decreases^stability,28230093
tgfbr2,Biological Products,D001688,,TGFBR2,7048,Rattus norvegicus,10116,Biological Products results in decreased expression of TGFBR2 protein,decreases^expression,23624380
tgfbr2,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,TGFBR2,7048,Mus musculus,10090,[bis(4-hydroxyphenyl)sulfone co-treated with Tretinoin] results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression,30951980
tgfbr2,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,TGFBR2,7048,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone results in increased expression of TGFBR2 mRNA,increases^expression,30951980
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Danio rerio,7955,bisphenol A affects the expression of TGFBR2 mRNA,affects^expression,21786754
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Homo sapiens,9606,bisphenol A results in decreased expression of TGFBR2 protein,decreases^expression,33376534
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,28628672
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Mus musculus,10090,[bisphenol A co-treated with Tretinoin] results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression,30951980
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Mus musculus,10090,bisphenol A results in increased expression of TGFBR2 mRNA,increases^expression,30951980|32156529|34585602
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Rattus norvegicus,10116,bisphenol A affects the expression of TGFBR2 mRNA,affects^expression,25181051|32145629
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Rattus norvegicus,10116,bisphenol A results in decreased expression of TGFBR2 mRNA,decreases^expression,34097993
tgfbr2,bisphenol A,C006780,80-05-7,TGFBR2,7048,Rattus norvegicus,10116,bisphenol A results in increased methylation of TGFBR2 gene,increases^methylation,28505145
tgfbr2,bisphenol F,C000611646,,TGFBR2,7048,Mus musculus,10090,[bisphenol F co-treated with Tretinoin] results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression,30951980
tgfbr2,bisphenol F,C000611646,,TGFBR2,7048,Mus musculus,10090,bisphenol F results in increased expression of TGFBR2 mRNA,increases^expression,30951980
