Geneid	G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
SFRP4	0,6949458	0,25636363	0,2356378	0,16210938	0,21219511	0,35924372	0	0,14059405	0,18013245	0,24327785	0,19243422	0,21308981	0,20727271	0,13868614	0,05714286	0,058823526	0,16666669
FLJ21919	0,55956674	0,47636363	0,47322297	0,36132812	0,49999997	0,3760504	0,3001745	0,15643564	0,23178808	0,22279128	0,07072369	0,14307459	0,043636363	0,14452554	0,085714296	0,058823526	0,22222224
RD	3,180505	3,4054544	3,2346642	3,0507812	3,3731706	4,1722693	2,8865616	3,5782177	6,1350994	3,5851474	2,8157895	4,217656	3,1200001	4,710949	4,8857145	4,941176	3,277778
SUV3	0	0,07090909	0,07010711	0	0,17317072	0,086134456	0,06980802	0	0,0397351	0,11267606	0	0	0,09454545	0	0	0	0,11111112
C1orf38	0	0,32181817	0	0,2109375	0,29512194	0,100840345	0,3560209	0,5188119	0,15364239	0,30985916	0	0,16894978	0	0,08905109	0	0,058823526	0,11111112
CIA30	0	0	0,011684518	0,00390625	0	0,04411765	0	0	0	0,0665813	0,039473686	0	0	0	0	0	0
CIA30	1,1570396	1,1090909	1,2035054	0,9238281	1,0634146	1,0966387	0,8935427	0,70099014	0,94304633	0,9014085	1,4226974	1,1552513	1,0109091	1,3489051	0,8285715	2,0588233	2,5
PIPPIN	1,467509	1,8945453	1,1957158	1,2089844	1,0609756	0,37184876	1,4904013	0	1,2728477	1,2701664	0,43421054	0,8660579	1,7054546	0,75620437	0,5714286	0,29411763	0,11111112
CLPTM1	0,44043317	0,5381818	0,5550146	0,30273438	0,26341462	1,4516807	0,17452005	0	1,3827815	1,09347	0,45559213	0,6286149	1,9381818	0,48321167	0,11428572	0,058823526	0
C22orf3	0,2472924	0,29636362	0	0	0	0	0	0	0	0,069142126	0	0	0	0	0	0	0
BYSL	0,06859205	0,38545454	0,30769232	0,123046875	0,61219513	0,9726891	0,47120413	0,35841584	0,6728477	0,6683739	0,25822368	0,37899545	0,31636363	0,4481752	0,2	0,8823529	0,61111116
HFREP-1	0	0,3072727	0,027263876	0	0,014634146	0	0,06980802	0	0,001324503	0,1306018	0,003289474	0,0456621	0,090909086	0,08175182	0	0,058823526	0
MIR16	0	0,39454547	0,4440117	0,3671875	0,09512195	0	0,22687607	0,5089109	0,0807947	0,3149808	0,4095395	0,18112633	0,20363635	0,51240873	0	1,1764705	1,388889
KIAA0821	0,67509025	0,62545455	0,6465434	0,41601562	0,42439023	0,697479	0,46771374	0,2950495	1,3960265	0,14852753	0,6990132	0,6012177	0,5090909	1,0321168	0	0,52941173	0,16666669
CED-6	0,15523465	0,06727272	0,0895813	0,083984375	0,14878048	0,16806723	0,05933682	0	0	0	0	0	0	0,035036497	0	0	0,16666669
IGFBP5	0,46570393	0,58181816	0,82181114	0,328125	0,18780486	0,46218488	0,60383934	0	0,34437087	0	0,38322368	0,38812786	0,52	1,0992701	0	0,11764705	0
KIAA0909	0,7057761	0,99999994	1,1275561	0,81640625	0,61219513	1,1260505	0,8446771	0,5960396	2,445033	1,5928297	0,90625	0,95281583	0,6545454	1,6671532	0,68571436	2,0588233	1,2777778
DPYS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0726	1,3014439	1,1745454	0,82181114	1,0449219	0,7536585	1,2689077	0,600349	0,38613862	0,9377484	1,0012804	1,1019738	1,2313547	0,9018181	1,3328468	0,25714287	1,0588235	1
PON3	0,17148013	0	0,21616359	0,21875	0,21707316	0,15546219	0,11169284	0,027722772	0,10993378	0,0793854	0,17105263	0,3561644	0,13090909	0,19854015	0	0,11764705	0
FLI1	0,16245486	0	0,003894839	0,03515625	0,056097556	0,081932776	0,22687607	0	0	0,08450704	0,105263166	0,00152207	0,047272723	0,001459854	0	0	0,05555556
ZNF212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOAT-C	0,16425993	0,18545453	0,84712756	0,16796875	0,01707317	0,090336144	0,36649212	0,34653464	0,3218543	0,8706786	0,9802632	0	0,19636363	0,21021897	0	0,4705882	0,44444448
SNRPEP1	0	0	0	0,025390625	0	0	0	0,08910891	0,001324503	0,010243278	0,011513158	0,012176561	0	0	0	0,058823526	0,11111112
KIAA0541	0,7039711	0,74363637	0,7633885	0,6777344	0,81707317	0,54831934	0,17102966	0,15049505	0,06887417	0,46606916	0,36019737	0,31811264	0,37090907	0,259854	0,085714296	1,4705882	1,4444444
KIAA0936	0,09747292	0,050909087	0,13242455	0,1171875	0,14878048	0,12394959	0,010471203	0,08118811	0,054304633	0,07682458	0,07236843	0	0,04	0,13284671	0,05714286	0,11764705	0,22222224
RPS6KA5	0,28700358	0,35636362	0,5043817	0,37695312	0,5121951	0,42226893	0,3176265	0,42772278	0,16688742	0,28681177	0,29111844	0,1476408	0,24	0,32554743	0,14285715	0,6470588	0,5555556
VCAM1	0,08664259	0,14181818	0,15384616	0,119140625	0,1097561	0	0	0	0,090066224	0,14852753	0	0,18112633	0	0	0	0,058823526	0
FLJ12552	0,21480142	0,20545454	0,2356378	0,13671875	0,1902439	0,20378152	0,2582897	0,1940594	0,045033112	0,14596671	0,18256581	0,12633182	0,05818182	0,15766424	0	0,29411763	0,33333337
KIAA0654	0,26895306	0,15818182	0,27263877	0,32226562	0,39756095	0,37184876	0,3699825	0	0,88476825	0,064020485	0,5690789	0,7427702	0,31636363	0,4058394	0,34285718	0,058823526	0,11111112
ZNF198	0,6371841	0,6636363	0,91723466	0,6894531	0,7317073	0,6281513	0,5514834	0,071287125	0,17218544	0,29705507	0,39144737	0,6803653	0,52	0,6262774	0,085714296	0,82352936	0,88888896
DKFZp564F1123	0,14259927	0,12545455	0,021421617	0	0,102439016	0,11344539	0	0,15049505	0,13907285	0,053777207	0,04111842	0,051750384	0,03272727	0,119708024	0	0,29411763	0,2777778
OSBPL8	0,030685918	0,2981818	0,654333	0,09765625	0,012195122	0,36344537	0	0	0,07152318	0,07170294	0,019736843	0	0,29454547	0,083211675	0,2	0,17647058	0,16666669
myh-1	0,21119131	0,23272727	0,22005843	0,30664062	0,45609757	0,27941176	0	0	0,06622516	0,04865557	0,34868422	0,2587519	0,23272727	0,33430657	0,17142859	0,2352941	0,2777778
HSD17B8	1,2418772	0,99999994	1,0185004	0,91015625	1,2243903	1,1470588	0,582897	0,81782174	1,2701987	1,4340589	1,1019738	1,0304414	1,1527272	0,60729927	0,34285718	0,8823529	0,5555556
TBP	0,07400721	0,19636363	0,41869524	0,080078125	0,065853655	0,10504202	0,024432806	0,01980198	0,18807946	0,29705507	0,05098684	0,048706245	0	0,059854012	0,05714286	0,17647058	0,16666669
hMTG16a	0,07400721	0,18727273	0,15968841	0	0	0,09663866	0,20593366	0	0	0,21254802	0,09046053	0	0	0	0	0	0
TIC	0,38808662	0,7	0,28042844	0,3515625	0,35853657	0,79201686	0,12565443	0,52079207	0,6543047	0,6965429	0,6644737	0,759513	0,24	0,50948906	0,48571432	0,41176468	0,66666675
MKK7	0,10469314	0,098181814	0,1285297	0,0546875	0	0,13655463	0,17801045	0	0	0,08450704	0	0	0,018181818	0	0	0,058823526	0
TGFB1	0,5234657	0,4218182	0,48685494	0,26953125	0,31707317	0,39915967	0,47818494	0,18019803	0,41854304	0,31241998	0,35197368	0,6575343	0,15272726	0,6948905	0	0,41176468	0,16666669
MT1F	3,5649817	2,5381818	4,124635	2,8574219	4,7609754	2,7184873	2,4572425	2,2	3,7390728	4,028169	1,1759869	1,0547945	2,6945453	0,75328463	2,4	0,9411764	0,61111116
KIAA0990	0,8086642	1,1290909	0,59201556	0,7089844	1,0365853	0,99369746	0,5375218	0,55445546	0,37748346	0,950064	0,78289473	0,5936073	0,41454542	0,7678832	0,4571429	1,235294	1,2222223
HOXA10	0	0,089090906	0	0,14648438	0,03414634	0	0,02792321	0,017821781	0,06357616	0,18950064	0,054276317	0,02130898	0,047272723	0,08613139	0	0,17647058	0,05555556
SGCE	0,8736462	0,6727272	0,88997084	0,80859375	0,7536585	0,5693278	0,52705055	0	0,38807946	0,50192064	0,6694079	0,47793	1,3199999	0,44963503	0	0,17647058	0,7222222
SAR1	1,2418772	1,1090909	1,1295035	0,7441406	0,8585366	1,3214287	0,9633507	1,1920792	2,3231788	1,2804097	1,325658	2,0289195	1,2327273	1,4452555	1	1,4705882	1,2777778
SAR1	0,19494584	0,043636363	0,0895813	0,20117188	0,2512195	0,12815127	0,06631762	0,04950495	0,14172184	0,14084508	0,055921055	0,07762557	0,15636364	0,010218978	0	0,058823526	0,05555556
KIAA1015	0	0,10545455	0,066212274	0,080078125	0,2414634	0,3277311	0,3420593	0,21584158	0,034437086	0,03329065	0,20559211	0,30898023	0,16363636	0,44379562	0,22857144	0,17647058	0,2777778
NE-dlg	0	0	0,14800389	0	0	0	0	0	0,22781458	0	0,027960528	0,08371385	0	0,27445254	0	0	0,22222224
HEBP2	2,601083	3,2672725	4,0486856	2,5019531	3,7536583	1,9285716	1,0750436	1,2891089	0,7152318	1,6184379	1,0707237	1,086758	2,250909	2,2613137	0,8285715	4,4117646	5,333334
KIAA0712	0	0,07818182	0,015579358	0,13671875	0,27073172	0,26260504	0,16404885	0,06336634	0,010596027	0,22535212	0,19243422	0,2587519	0,025454544	0,26715326	0,11428572	0,35294116	0,05555556
PET112L	0,56678694	0,92181814	0,8510224	0,69921875	0,51707315	0,34663868	0,3001745	0,22574256	0,29271525	0,13572344	0,5263158	0,4459665	0,56363636	0,39124086	0	1,2941176	1,1111112
KIAA0423	0,23465702	0,27090907	0,3953262	0,40820312	0,30731708	0,14075631	0,17102966	0,22178218	0	0,22023049	0,095394745	0,14611873	0,36363634	0,099270076	0,11428572	0,29411763	0,3888889
KIAA0467	0,6588447	1,1036364	0,7692308	0,65234375	0,57804877	0,9915967	0,9703315	0,819802	1,9509934	0,64020485	1,131579	1,1841706	0,36363634	0,66861314	0,94285715	0,4705882	0,66666675
TPP2	0,1570397	0,20363635	0,2356378	0,15234375	0,22682926	0,077731095	0,14310645	0,09108911	0,11390729	0,12804097	0,055921055	0,114155255	0	0,16788322	0	0,11764705	0,16666669
RBM14	0,400722	0,52181816	0,48296008	0,37304688	0,4414634	0,38655463	0,2687609	0,3623762	0,4754967	0,16901408	0,34375	0,3805175	0,42909092	0,2350365	0,34285718	0,2352941	0,44444448
hPMS1	0,032490972	0,025454544	0,07789679	0,00390625	0,014634146	0	0	0,011881189	0,105960265	0	0	0	0,11636364	0,016058395	0	0	0,05555556
SNX2	0,43501803	0,6127273	0,82375854	0,625	1,0560975	0,8655463	0,42233855	0,2752475	0,28476822	0,2663252	0,12335527	0,4733638	0,34545454	0,6832117	0,17142859	0,76470584	1,388889
FLJ38984	0,2779783	0,4981818	0,59006816	0,30664062	0,3414634	0,5693278	0	0,36039606	1,2781457	0,44814342	0,5328948	0,55251145	0,34181815	0,50948906	0,2857143	0,58823526	0,5
KIAA0339	1,0776173	0,96363634	0,8568647	0,6894531	1,0536585	0,9033614	1,1099476	0,90297025	1,581457	0,8143406	1,3453948	1,2283105	1,6363636	1,0160583	0,9142858	0,4705882	0,61111116
ZBP-89	1,33935	1,5636363	2,4167478	1,6640625	1,1634146	3,107143	1,8080277	1,089109	0,7827814	0,9142126	1,3536185	2,2085238	0,99999994	1,849635	0,48571432	1,7647058	1,0555556
ZNF148	0,5108303	0,46909088	0,9678676	0,59375	0,49268293	1,2352941	0,42931932	0,24950495	0,049006622	0,7067862	0,2319079	0,64840186	0,56363636	0,45547447	0,05714286	0,29411763	0,33333337
MSH5	0	0	0	0	0	0	0	0	0,197351	0,03585147	0	0,08828007	0	0	0	0	0
CD3G	0,0902527	0,049090907	0,12658228	0,115234375	0,114634134	0,14915967	0,03490401	0	0,10860927	0,081946224	0,18914475	0,19482498	0,054545455	0,004379562	0	0,11764705	0
"PI3; ESI; WAP3; SKALP; ELAFIN; WFDC14"	0,38808662	0,13999999	0,2862707	0,36328125	0,16585366	0,2542017	0,10820243	0,19009902	0,4	0,29193342	0,49177632	0,3866058	0,13090909	0,24087591	0,17142859	0,29411763	0,5
PROML1	0,14440432	0,08	0,28042844	0,16796875	0,12682925	0,22268909	0	0	0,1589404	0,12804097	0,21052633	0,07001522	0,19272727	0,1620438	0,02857143	0,2352941	0,2777778
S100A9	0,075812265	0	0	0	0,13658535	0,13235295	0,17452005	0	0,009271523	0,10243278	0,08388158	0,053272452	0	0	0	0	0
APOBEC3G	0	0	0	0,021484375	0,0902439	0,025210086	0	0	0,045033112	0	0	0,14307459	0,098181814	0,05255474	0,02857143	0	0,11111112
EPHX2	0,11913356	0,64363635	0,3174294	0,28125	0	0,2542017	0,25130886	0	0,6357616	0,46862996	0,76480263	0,82191783	0,38545454	0,50948906	0,085714296	0,9411764	0,33333337
HK2	0,111913346	0,09454545	0,081791624	0,20703125	0,121951215	0,071428575	0,06631762	0,061386134	0,054304633	0,081946224	0,018092107	0,121765606	0,18545453	0,07445255	0,05714286	0,29411763	0,33333337
NINJ1	0	0	0	0	0	0	0,19197206	0	0,08476821	0	0,060855266	0	0	0	0	0	0
	0,8158844	0,68	1,1275561	1,2089844	1,2219511	1,6659665	0,3979057	0,4811881	0,24768212	1,3879641	0,43256578	0,695586	0,62545455	0,83649635	0,9142858	1,352941	1,2777778
Kir7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0,35018048	0,34181815	0,08373905	0,3203125	0,37804878	0,1869748	0,06631762	0,36435643	0,13642384	0,28937262	0,14802632	0,23592086	0,19272727	0,24817517	0,2	0,29411763	0,2777778
RAD51C	0	0,0690909	0,17332035	0,02734375	0,03902439	0	0	0,21782178	0,07549669	0	0,25	0,06240487	0	0,20875913	0,05714286	0,17647058	0,2777778
RAD51C	0	0	0,41869524	0,30273438	0,17317072	0,111344546	0	0,118811876	0,12582782	0,081946224	0	0,06240487	0	0,10218978	0,17142859	0,4705882	0,05555556
ITGA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1	0	0	0,027263876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
junD	25,929602	29,31818	32,34664	22,646484	26,3439	35,02521	44,73298	32,219803	33,649006	33,572342	28,55099	32,327244	34,93091	34,3927	41	18,823528	17,277779
junD	2,705776	2,6363635	2,235638	0,984375	0	0,52100843	0,35951132	0	4,9443707	1,702945	2,238487	2,149163	1,0618181	2,3430657	0,085714296	1,235294	0
LDHA	4,633574	6,143636	5,7643623	3,9296875	6,960975	5,2605042	4,844677	2,811881	5,3986754	15,641485	2,7105265	5,196347	5,9781814	6,378102	4,0285716	2,5882351	3,2222226
HoJ-1	0	0,027272727	0	0,12109375	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf2	0	0	0	0	0	0	0	0	0,025165563	0	0	0	0	0	0	0	0
LOC57149	0,48014438	1,0309091	0,79454726	0,515625	0,67804873	0,5840336	0,49214655	0,17227723	0,19072847	0,71702945	0,19572368	0,29223746	0,77454543	0,5751825	0,05714286	0,6470588	0,66666675
TLE1	0,534296	0,40545452	0,49269718	0,40039062	0,37073168	0,5672269	0,12914485	0,25346535	0,029139074	0,25096032	0,27631578	0,05631659	0,17818181	0,3591241	0,2857143	0,4705882	1,1666666
PRPS2	0,3808664	0,49090907	0,4167478	0,45703125	0,5463414	0,35714287	0,19895285	0	0,197351	0,17669655	0,105263166	0,17199393	0,15272726	0,17372262	0	0,058823526	0,11111112
KIAA1021	0,24007219	0,24363635	0	0,22070312	0,17560974	0,2920168	0,15357766	0,01980198	0,38278145	0,3559539	0,38980266	0,31354645	0	0,27737227	0,02857143	0,29411763	0,16666669
KIAA1021	0,8844765	0	0	0,7207031	0,01707317	0	0	0,6019802	0	0	0	0	0	0	0,085714296	0	0
ATP11A	0,05234657	0,045454543	0,17526777	0,16601562	0,23902439	0,023109244	0,16753925	0,075247526	0,087417215	0	0,20230263	0,2891933	0,061818182	0,09343066	0	0,058823526	0,2777778
ZYG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZF	0	0,13454545	0	0	0,06829268	0,09453782	0	0,08910891	0,011920529	0	0,032894738	0,14459665	0	0,059854012	0,14285715	0,058823526	0,16666669
ZF	0,39530683	0,29636362	0,1791626	0,1796875	0,16829269	0,66176474	0,48167536	0	0,08874172	1,0883483	0,047697373	0,9512938	0,19999999	0	0	0,58823526	0
CDKN2D	0,07039711	0,55999994	0,07789679	0,0390625	0,2804878	0,13235295	0	0	0,24635762	0	0	0,15372908	0,21454546	0,06569343	0	0	0,05555556
KIAA0911	4,00722	5,447273	4,009737	4,205078	4,1585364	3,2373953	2,2164047	4,4752474	5,3192053	6,204866	6,7532897	4,677321	3,7018182	7,356204	7,714286	8,823529	7,666667
SKI	0,014440432	0,2763636	0,1869523	0,029296875	0,21219511	0,060924374	0	0	0,06357616	0,16901408	0,10197368	0,1978691	0,021818181	0,1489051	0,14285715	0,058823526	0,05555556
HOX4D	0,28158844	0,20363635	0,42064267	0	0	0	0,11867364	0,23762375	0,2794702	0	0,34868422	0,12633182	0,17454545	0,055474453	0	0,17647058	0,3888889
SKI	0,42599276	0,36909088	0,43816945	0,7089844	0,58780485	0,5189076	0,8132634	0,011881189	1,3218544	0,65044814	0,96875006	1,0806698	0,5454545	0,4540146	0,2857143	0,7058823	0,05555556
HIPK3	0,8158844	0,7654545	0,47711784	0,78515625	0,7146341	0,45378155	0,3630017	0,2811881	0,78807944	0,45326507	0,49342108	0,7351598	0,95272726	0,78540146	0,42857146	0,41176468	0,3888889
HIPK3	0,11913356	0,26363635	0	0,109375	0,24878047	0,12394959	0,020942407	0	0,060927153	0,03329065	0,060855266	0,06392694	0,12727273	0,24963504	0	0	0,11111112
KIAA0854	1,4837544	1,2872727	1,2580332	1,296875	1,2487805	1,4453783	1,5462476	1,689109	1,4993377	1,21895	1,375	1,500761	0,8727273	2,0656934	3,171429	1,8235292	1,5000001
c-maf	1,131769	1,2763635	1,5365142	1,5390625	2,0804877	3,2079833	1,7766142	0,90891093	1,1099339	1,5441742	0,6694079	1,6971081	0,36363634	2,1737225	0,8571429	1,6470587	2,1111112
c-maf	0,08303248	0,11818182	0,20058423	0	0,036585364	0,0882353	0,101221636	0,029702969	0,18675497	0,015364918	0,087171055	0	0	0	0,05714286	0,058823526	0
"MAPKAPK5; PRAK"	0,36281586	0,28545454	0,37000975	0,13671875	0,11219511	0,14285715	0,06631762	0,20990099	0,2794702	0,31241998	0,32072368	0,16894978	0,090909086	0,33868614	0,31428573	0,7058823	0,7777778
MAPKAPK5	0,39891696	0,26363635	0,37195718	0,11328125	0,2317073	0,42226893	0,23734728	0,65742576	0,29403976	0,110115245	0,2631579	0,2754947	0,17454545	0,2029197	0	0,29411763	0,22222224
pAT133	0,299639	0,26181817	0	0,29101562	0,302439	0	0,20244327	0,31287128	1,1324503	0,33802816	0,36513162	0	0,2109091	0,16934307	0,02857143	0	0,22222224
HSPA9B	0,04873646	0,054545455	0,0895813	0,15429688	0,1609756	0,1764706	0	0,10891089	0,09933775	0,0921895	0,13651316	0,15068494	0,10545455	0,21459854	0,02857143	0,11764705	0,11111112
mthsp75	0,3411552	0,32545453	0,6407011	0,48046875	0,47560975	0,41806722	0,3420593	0,23960397	0,12317881	0,51472473	0,0756579	0,19634703	0,3890909	0,35036495	0,02857143	0,7058823	0,7777778
MHC2TA	0	0,016363636	0	0,1171875	0	0	0	0	0	0,010243278	0	0	0	0	0	0	0
BRAP	0,37184113	0,47090906	0,5296982	0,46679688	0,35609755	0,5084034	0,3176265	0,31683168	0,14966887	0,32522407	0,17269738	0,47488588	0,21454546	0,31094888	0,085714296	0,2352941	0,16666669
MRPL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL9	0,4314079	0,45818183	0,510224	0,21875	0,48780486	0,5567227	0,27923208	0,09108911	0,3245033	0,8015365	0	0,38356167	0,39999998	0,24963504	0	0,11764705	0
7442	0,010830324	0,038181815	0	0,20507812	0,048780486	0,29411766	0	0	0	0	0,05098684	0,19634703	0,2763636	0	0	0,058823526	0,11111112
YKT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKT6	0,2509025	0,15636364	0,35248297	0,36328125	0,20731707	0,090336144	0,17452005	0,11683168	0,116556294	0,25608194	0,45230263	0,32724506	0,4181818	0,17664234	0,05714286	0,11764705	0
YKT6	0,22563176	0,036363635	0,056475174	0,08984375	0,07560975	0	0,045375213	0	0,15099338	0,25608194	0,009868422	0,050228313	0,101818174	0,06277373	0	0,11764705	0,05555556
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0,0902439	0	0,09424083	0	0	0	0	0	0	0	0	0	0
MFNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFNG	0,60830325	0,39272726	0	0,49414062	0,49268293	0	0	0	0	0	0	0	0	0	0	0	0
RAB32	0,30144402	0,10727273	0,37000975	0,29492188	0,23414634	0,42016807	0,15357766	0,12871286	0,18807946	0,39948785	0,108552635	0,18417048	0,23636363	0,23065694	0,17142859	0,17647058	0,22222224
INPP1	0,08483753	0,35636362	0	0	0,31707317	0	0,14310645	0,14653465	0,12317881	0,0665813	0	0	0,101818174	0,13430656	0	0,058823526	0,3888889
EIF3S6	0,10830324	0	0,1772152	0,10546875	0,14146341	0,2331933	0,07678883	0	0,047682118	0,13828425	0	0	0	0,18686132	0	0,11764705	0,05555556
HMG20B	0	0,09454545	0,13631938	0	0,38536584	0,15546219	0,16753925	0	0,14039735	0,22791293	0	0,1628615	0,31636363	0,010218978	0,2	0,2352941	0,22222224
LOC130074	0,07039711	0,054545455	0,005842259	0,068359375	0	0	0	0	0,16423841	0,14596671	0,032894738	0	0,08363636	0	0	0	0,05555556
LOC130074	0	0,20181818	0	0	0,67073166	0	0,21640486	0	0	0,3047375	0	0	1,3709091	0	0	0	0
LOC130074	1,3429602	1,1418182	1,8753653	1,7617188	2,2512195	1,277311	0,8097731	0,82376236	0,6807947	1,6619719	1,1792763	0,97412485	1,0654545	0,9649635	0,62857145	1,7647058	2,2222223
ACAA2	0,70036095	1,0072727	0,9561831	0,80078125	0,9390243	0,75630254	0,55846417	0,43762377	0,25562912	0,7067862	0,40296054	0,24961948	0,55999994	0,3240876	0,25714287	0,7058823	1,1111112
TM4SF1	0,8898916	0,8654545	1,6338851	1,9277344	3,7560973	0,8466387	1,322862	0,3980198	0,17748344	0,76056343	0,56414473	0,80669713	0,56363636	0,9474453	0,11428572	1,1764705	1,4444444
miz-1	0,5451263	0,6527273	0,88997084	0,91796875	0,4634146	0,59033614	1,0261779	0,7663366	0,60264903	0,681178	0,86513156	0,891933	0,7563636	0,7751824	0,51428574	0,7058823	0,5555556
MGC39325	0,48555952	0,43272725	0,29795521	0,42382812	0,29756096	0,16176471	0,052356016	0	0,1986755	0,32010242	0,56743425	0,3105023	0,29454547	0,3021898	0	0,11764705	0,05555556
PCDH7	0,11010829	0,20727271	0,13631938	0	0,07560975	0,18487395	0,090750426	0,001980198	0,24370861	0,020486556	0,03782895	0,106544904	0,123636365	0,15912408	0	0,058823526	0,11111112
doc-1	4,34657	5,2781816	4,6699123	4,439453	6,3024387	3,3760505	4,010471	3,2673266	2,9536424	3,3674777	3,5641448	2,563166	2,5963635	5,383941	4,2000003	5,9411764	7,7222223
ID4	0,58664256	0,29454547	0,53748786	0,31445312	0,7609756	0,6680672	0,44677135	0,2712871	0,54304636	0,19974393	0,1513158	0,3150685	0,23636363	0,63941604	0,17142859	0,17647058	0,33333337
NFIX	1,570397	0,5618182	1,1957158	1,4550781	1,3512195	2,0483193	1,6544502	0	0,792053	1,4673495	0	0	0,88	0,6656934	0	0	0
GRIN2C	0	0	0	0	0	0	0	0	0	0	0,93421054	0	0	0	0	0,35294116	0,5
NMDAR2C	0,8718411	0,6363636	0	0,2890625	0,25853658	0,18277311	0,31064567	0,17029704	0,2834437	1,3649168	0,38157898	0,4474886	0,7309091	1,1941606	1,8571429	0,4705882	1,2222223
sds22	1,9675089	2,08	2,6192796	2,0898438	2,1243901	2,8634455	2,3211167	1,8851484	2,8331125	3,5621002	2,2976973	3,167428	2,5490909	3,119708	1,7142859	1,2941176	1,3333335
GUK1	0,19675088	0,049090907	0	0,203125	0,1707317	0,27731094	0	0	0	0,28169015	0	0,19634703	0,28363636	0	0	0	0
ZNF216	3,8826714	4,0963635	4,1032133	3,4414062	5,0780487	2,7478993	2,0767887	2,3762376	1,6821193	3,7669656	3,338816	2,1689498	3,130909	2,7065692	1,3142858	6,294117	6,666667
LAF-4	0,1534296	0,26181817	0,2648491	0,26953125	0	0	0,50959855	0,65346533	0,38410595	0,6299616	0,7006579	0,24961948	0,43636364	0,98540145	0,11428572	0,6470588	0,44444448
SNK	0,84476525	1,26	1,0574489	1,1523438	1,1097561	1,0126051	0,38394412	0,44950497	0,38543046	0,7067862	0,7516448	0,83713853	0,9054545	1,4686131	0,4	2,117647	1,7777779
CDK6	0,5776173	0,6054545	0,6893866	0,6425781	0,69268286	0,6554622	0,4502617	0,71485144	0,88344365	0,79385406	0,83059216	1,1385084	0,76363635	0,9839416	0,54285717	0,6470588	0,44444448
CDK6	0,44043317	0,5490909	0,6484907	0,7753906	0,3926829	0,52100843	0,39441532	0,81782174	0,92582786	0,37131882	0,82730263	0,7290716	0,27272725	0,729927	0,42857146	0,29411763	0,2777778
BUB3	0,21841155	0,11636364	0,101265825	0,20117188	0,20487803	0,05252101	0,12216404	0	0	0,081946224	0	0	0,12727273	0	0	0	0,05555556
AP1S2	0,1534296	0,04	0,087633885	0,140625	0,23658535	0,100840345	0,013961605	0	0,14569536	0,05633803	0	0	0	0,097810216	0	0,058823526	0,11111112
AP1S2	1,1227436	1,1181818	1,3982474	1,734375	1,5609756	1,9180673	0,46073294	0,32871288	0,0794702	1,0448143	0,72861844	0,4307458	1,0581818	1,2963504	0,4571429	2,7647057	1,5555556
RER1	0	0,44363633	0,26095423	0,115234375	0,46585366	0,12815127	0,06980802	0,2039604	0,08344371	0,37387967	0	0,08980214	0,15636364	0,09489051	0	0,29411763	0,11111112
RER1	0,7274368	0,92909086	0,7906524	0,53125	1,0170732	0,8739496	0,6841186	0,81782174	1,4781457	1,9282972	0,91940796	0,84322685	1,5781819	0,7912409	0,9142858	0,82352936	0,3888889
RER1	0,4368231	0,4090909	0,4031159	0,43945312	0,38292682	0,17016809	0,045375213	0,48514852	0,57218546	0,6427657	0,6332237	0,2541857	0,52363634	0,35766423	0,25714287	0,4705882	0,22222224
C8orf1	0,3971119	0,36727273	0,48296008	0,31640625	0,14634146	0,31512606	0,16404885	0,01980198	0,26622516	0,45326507	0,37993422	0,49315074	0,061818182	0,38540146	0,17142859	0,35294116	0,11111112
C8orf1	0,09386281	0,13636363	0,087633885	0,107421875	0	0	0,07329842	0	0,014569537	0,0921895	0	0,018264841	0,16363636	0,04671533	0,02857143	0,11764705	0,16666669
HS3ST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OST1	0,32490972	0,18363637	0,25900683	0,39257812	0,1902439	0	0,4153577	0,055445544	0,45298013	0,34827146	0,19407895	0,039573822	0,087272726	0,26861313	0,14285715	0,29411763	0,22222224
KIAA0052	0,200361	0,13090909	0,15968841	0,19335938	0,38536584	0,15546219	0,26178008	0,2970297	0,060927153	0,19462228	0,17598684	0,073059365	0,23272727	0	0,02857143	0,11764705	0,33333337
KIAA1201	0	0	0,019474197	0	0	0,004201681	0	0	0	0	0	0	0	0	0	0	0
