File Name ()*			G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
39085_at	TnC	M37984	13,953068	24,136362	21,86563	21,423828	17,92195	20,907564	33,996506	6,332673	13,299337	24,074263	3,7351975	13,386606	23,865454	9,887591	7,8	13,058824	8,500001
39086_g_at	SSBP1	AA768912	1,9241875	2,2236364	2,2609544	1,8164062	2,5926828	1,3613447	1,1867363	1,3623763	0,80662256	1,8309859	1,0559211	1,3287672	0,9090909	1,7576642	0,8571429	2,8823528	2,5555556
39087_at	FXYD3	U28249	0	0	0	0	0,31707317	0	0	0	0	0	0	0	0	0	0	0	0
39088_at	NIFIE 14	Y18007	6,1606493	6,623636	5,9162607	4,7890625	6,8024387	5,781513	6,3944144	7,1485147	18,578808	10,49936	8,475329	7,8858447	9,192727	8,245255	8,685715	8,17647	6,1111116
39089_at	nm23-H4	Y07604	1,7563176	1,4127271	1,4157741	1,328125	1,3756098	1,0147059	2,0488656	1,9227722	3,7788079	1,6722152	1,3963816	2,0380518	1,8363636	4,640876	1,8285716	0,82352936	0,66666675
39090_at	"NUDT4; DIPP2; HDCMB47P; KIAA0487; DIPP2beta; DIPP2alpha"	AB007956	0,20216605	0,14363636	0,05842259	0	0	0,15126051	0	0,001980198	0	0,13572344	0,08552632	0,11872147	0,17454545	0,05109489	0	0	0,11111112
39091_at	JWA	AF070523	0,6588447	0,7327272	1,4741967	0,78515625	0,6536585	0,48529413	1,0191971	0,47920793	0,5629139	0,49935982	0,6282895	0,6697108	0,88727266	1,1532847	0,17142859	1,1176469	2,0555556
39092_at	H2AV	AW007731	3,7148013	4,710909	6,2667966	3,0136719	3,7658534	4,8403363	3,9650955	3,8158414	2,3019867	2,6606915	3,1167765	6,634703	2,6945453	5,727007	2,3428571	8,411764	7,611111
39093_s_at	HUNKI	Y12059	0,18772562	0,19999999	0,1869523	0,37695312	0,2317073	0,12394959	0,024432806	0,037623763	0,08476821	0,27144688	0,13157895	0,07762557	0,17454545	0,0919708	0,085714296	0,058823526	0,05555556
39094_at	BRD4	AI991631	0,8411552	0,75454545	0,75559884	0,78125	0,7731707	1,0882353	0,42582893	0	0,30331126	1,0653008	0,3881579	0,46879756	0,8545454	0,6919708	0,11428572	0,58823526	0,2777778
39095_at	MYH7	M58018	75,6444	73,03999	116,3739	61,822266	80,35365	114,97479	139,42407	61,352474	75,21589	123,76184	76,32566	96,94217	123,06545	76,18978	66,600006	63,94117	51,22222
39096_at	KIAA1019	AB028942	0	0,20363635	0,22395326	0,23242188	0,11951219	0	0,07329842	0,15049505	0,21059602	0,17669655	0	0,11263318	0,1381818	0,3080292	0,085714296	0,058823526	0
39097_at	son-a	X63753	1,0848374	1,3090909	1,1295035	0,9375	1,5195122	0,67647064	0,7434554	0,3069307	0,11523178	0,8476312	0,23684211	0,14003044	0,16727272	0,10948905	0,2	1,4117646	1,4444444
39098_at	ELN	X52896	0,26534295	0	0	0	0	0	0,2582897	0,2990099	1,5139073	0,6862996	0,2138158	0,04718417	0,33818182	0,25547445	0,54285717	0,058823526	0,11111112
39099_at	sec23	X97064	1,102888	1,1945454	1,382668	1,2695312	1,6999998	0,7394958	0,5724258	0,41980198	0,07549669	0,9039693	0,48684213	0,3652968	0,8545454	0,65255475	0,14285715	1,6470587	2,2222223
390_at	c-c ckr-4	X85740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39100_at	SPOCK	X73608	0,3104693	0,1381818	0,21032134	0,20898438	0,2195122	0,24159664	0	0	0	0,23303458	0,20230263	0,057838663	0,19636363	0	0,11428572	0	0,11111112
39101_at	MYH2	S73840	0,3574007	0,39272726	0,2765336	0,3515625	0,5585365	0,44957983	0,17452005	0,2752475	0,3629139	0,22535212	0,24013159	0,32724506	0	0,2890511	0,34285718	0,29411763	0,2777778
39102_at	LGN	U54999	0,055956673	0,050909087	0,081791624	0	0,063414626	0	0,045375213	0	0,00397351	0	0	0,08523592	0	0,059854012	0,02857143	0	0
39103_s_at		H98552	0,77797824	0,7472727	0,7224927	0,6328125	0,5439024	0,84873956	0,5375218	0,6455445	1,3350993	0,9346991	1,0953947	1,0547945	1,1199999	1,0510949	0,25714287	0,82352936	0,7222222
39104_at		AL050217	0	0,11454546	0	0	0	0,042016808	0	0	0	0,15620999	0	0	0	0	0	0	0
39105_at	VASP	Z46389	0,5216606	0,49454546	0,52190846	0,1328125	0,25853658	0,33613446	0,53054094	0,13267326	0,65960264	0,28425097	0,2713816	0,5022831	0,29090908	0,5430657	0,4	0,41176468	0,16666669
39106_at	APOA1	X02162	0,5144404	1,6745454	0,5530672	1,03125	1,0121951	2,3340337	0,9528795	0,62376237	1,8807946	1,3879641	0,7417763	1,9254186	0,52	1,4525547	0,71428573	0,4705882	0,61111116
39107_at	lanosterol synthase	S81221	0	0	0,122687444	0,1796875	0	0	0	0,045544554	0,3125828	0,3943662	0,04111842	0,3515982	0	0,083211675	0,02857143	0,11764705	0,22222224
39108_at	LSS	U22526	0,99458474	0,94545454	0,88997084	0,75	1,3829268	0,6365546	0,49214655	0,41386136	1,623841	1,5518566	1,2549343	0,891933	1,2036363	0,77372265	0,94285715	0,82352936	0,5555556
39109_at	fls353	AB024704	0,11913356	0,18727273	0,2259007	0,07421875	0,2317073	0	0,27923208	0	0,17350994	0,1587708	0,35690793	0,15677322	0,15636364	0,08613139	0	0,058823526	0
39110_at	"EIF4B; EIF-4B"	X55733	0,7093862	0,84	0,7205453	0,5527344	0,56585366	0,5462185	0,50610816	0,57425743	0,58278143	0,71702945	0	0,1369863	0,71636367	0,8262773	0,11428572	0,52941173	0,5555556
39111_s_at	PPIL2	U37220	0,22924186	0,21818182	0,11295035	0,0546875	0,036585364	0	0,038394414	0,033663366	0,1933775	0,12804097	0	0	0	0,21605839	0	0,17647058	0
39112_at	USF2	Y07661	0,7978339	1,0436363	0,9678676	1,0019531	0,70243895	1,2710085	1,6125653	0	0	0,9244558	0,4720395	0,3668189	0,9418181	0,36642337	0	0,058823526	0
39113_at	ERP70	AI262789	0	0,050909087	0,1285297	0	0	0	0,09424083	0,007920792	0,12980133	0	0,1069079	0	0	0	0	0,058823526	0
39114_at	DEPP	AB022718	1,001805	2,6490908	1,2775073	1,0292969	2,802439	3,2079833	1,2146596	0,6475248	2,770861	1,4801537	1,412829	1,2572298	1,589091	2,6817517	3,914286	3,6470585	2,6111112
39115_at	DKFZp566D213	AL050275	1,5830324	2,0690908	1,8675755	1,7617188	1,3707317	1,8571429	1,7382197	1,9742573	3,745695	1,2010244	2,0608554	2,888889	1,2399999	2,1518247	1,8571429	2,352941	2,277778
39116_at	LOC54499	AF070626	0,29602885	0,1509091	0,3933788	0,15820312	0,1804878	0,025210086	0,21640486	0,36039606	0,30198675	0,3047375	0,32401317	0,6651446	0,26545453	0,8452555	0,02857143	0,29411763	0,22222224
39117_at	KIAA0662	AB014562	0,29602885	0,41636363	0,1791626	0,140625	0,39999998	0,47058824	0,48516575	0,03168317	0,6370861	0,9884763	0,28618422	0,18417048	0,59272724	0,27153286	0,2	0,29411763	0,33333337
39118_at	DNAJA1	L08069	0,77797824	0,3363636	0,375852	0,46289062	0,57804877	0,54831934	0,19895285	0,2950495	0,205298	0,37387967	0,19243422	0,35768646	0,26545453	0,39270073	0,05714286	0,58823526	1,1111112
39119_s_at	NK4	AA631972	0,09205776	0,23090908	0	0,34375	0,69268286	0,8088235	0,5200697	0	0	0,90653014	0	0	0,23636363	0	0	0	0
39120_at	MT1X	AA224832	3,6119132	1,48	5,9259977	2,890625	5,3024387	0,76890755	1,6474693	1,150495	0,8662252	1,3290653	0,3338816	0,26331812	1,0690908	0,19854015	4,314286	1,2941176	0,5
39121_at	PMP69	Y14318	0,14620939	0	0	0	0	0	0	0	0	0	0,008223685	0,17047185	0	0	0,11428572	0	0,11111112
39122_at	GPI	K03515	11,823104	12,587272	13,187926	10,791016	10,121951	11,888657	9,584641	7,740594	20,033113	21,672215	13,411185	6,8630137	10,930909	11,525547	14,000001	10,529411	9,111112
39123_s_at	trpc1	X89066	0,10469314	0,23272727	0,2278481	0,14648438	0,12926829	0,2436975	0	0,11089109	0	0	0,12828948	0,059360735	0,05818182	0,042335767	0,02857143	0,2352941	0,22222224
39124_r_at	trpc1	X89066	2,8122742	2,8836365	2,7127557	3,1464844	2,792683	2,7037816	3,1483417	6,229703	2,6490066	2,2586427	3,024671	2,3789957	1,6327273	3,6364963	5,257143	4,8235292	4,777778
39125_at	TRPC1	Z73903	0,45306855	0,37636364	0,04479065	0,08984375	0,036585364	0,15756303	0,06631762	0	0	0,18181819	0,09046053	0,2846271	0,9236363	0,28613138	0	0	0
39126_at	PMF1	AL080101	0,86642593	0,38727272	1,0477118	0,22265625	0,07804878	0,3487395	0,38394412	0,2930693	0,6344371	0,40460947	0,81743425	0,53729075	0,3890909	0,8613139	0,5714286	0,41176468	0,11111112
39127_f_at	PTPA	X73478	7,6606493	7,9181814	10,42259	8,378906	7,273171	8,84874	7,4589868	6,3504953	20,4	9,21639	8,419408	11,05175	7,7672725	11,39854	10,085714	11,411764	8,444445
39128_r_at	PTPA	X73478	0,3610108	0,7581818	0	1,1523438	0,797561	0	0,3246073	0,5683168	0	0,1049936	1,2088816	0,38812786	0	0	0	0,76470584	0,5555556
39129_at	FLJ20297	AF052134	0	0,29636362	0,3349562	0,14453125	0,2097561	0,27731094	0,08726002	0	0,16556291	0,27144688	0,013157896	0,019786911	0,14545454	0,08613139	0,02857143	0,2352941	0,2777778
39130_at	KIAA0770	AB018313	1,635379	0,92909086	0,751704	0,8925781	0,98780483	1,1407564	0,46073294	0,56435645	0,71920526	1,574904	1,2088816	0,6210046	1,3236364	0,72846717	0,6571429	0,9411764	1,0555556
39131_at	UPF3A	N36842	0,39169675	0,52	0,4849075	0,43359375	0,7341463	0,27731094	0,54799294	0,14851485	0,31523177	0,23815621	0,25657895	0,49923897	0,08363636	0,5810219	0,14285715	0,58823526	1,2777778
39132_at	SMARCA5	AB010882	0,5072202	0,46545455	0,7692308	0,26757812	0,69268286	0,5714286	0,36649212	0,14257425	0,0794702	0,16645327	0,25822368	0,25722983	0,34545454	0,38832116	0,17142859	0,76470584	1
39133_at	GCN5L1	AI525379	0,299639	0,08363636	0,24148004	0,39453125	0,2804878	0,2184874	0,15706804	0,102970295	0,087417215	0,1971831	0	0,18569255	0,10545455	0,10072993	0	0,17647058	0,22222224
39134_at	tom1	AJ006973	0,43321297	0,30363637	0,6621227	0,5175781	0,76585364	0,9684874	0,9738219	0,33267325	1,042384	1,1267606	0,57730263	0,6651446	0,86909086	0,71532845	0,42857146	0,35294116	0,22222224
39135_at	KIAA0767	AB018310	0,29602885	0,5018182	0,4225901	0,18554688	0,2804878	0,36764708	0,13961604	0,25346535	0,24370861	0,24839948	0,12006579	0	0,31272727	0,2817518	0,22857144	1,1176469	1,1111112
39136_at	OSR1	AB017642	0,48194945	0,5072727	0,51801366	0,44140625	0,6512195	0,5504202	0,18150085	0,2851485	0,14834437	0,37644047	0,36677632	0,22831051	0,26181817	0,36204377	0,25714287	1,1176469	1,2222223
39137_at	NFRKB	X80878	0,42599276	0,42545453	0,56669915	0,39453125	0,2195122	0,48319328	0,41186732	0,28712872	0,5417219	0,47119078	0,4539474	0,5814308	0,3090909	0,5970803	0,37142858	0,35294116	0,33333337
39138_g_at	NFRKB	X80878	0,12815884	0,07454545	0,038948394	0,00390625	0,036585364	0	0	0	0,00397351	0,03329065	0,11348685	0,25266364	0	0	0	0	0
39139_at	SPC18	AI357653	0,8176895	0,5945454	0,9912367	0,58984375	1,2463413	1,0651261	0,85863864	0,26138613	0,37748346	1,4289373	0,5871711	0,39269406	0,7563636	0,7518248	0,2857143	1,5882353	1,4444444
39140_at	DDXx	AL079292	0,17689529	0,16181818	0,20447907	0,15429688	0,107317075	0,15966387	0,10471203	0	0,06622516	0,03585147	0	0,04261796	0,33818182	0,13722627	0	0,11764705	0,2777778
39141_at	ABC50	AF027302	0,7870035	0,95454544	0,7653359	0,625	0,51707315	1,039916	0,5933682	0,62574255	0,57880795	0,921895	0,87006587	0,6316591	0,6218182	0,6905109	0,51428574	0,76470584	0,7777778
39142_at	CPSF5	AJ001810	0,005415162	0,07818182	0	0	0	0,027310925	0,05933682	0	0	0	0	0	0	0	0	0	0
39143_at	NFATC1	U08015	0,21119131	0,32	0,36806232	0,0234375	0,25853658	0	0	0	0	0,36107555	0,14638157	0,123287685	0,007272727	0,19416058	0,25714287	0,41176468	0,44444448
39144_at	NFATc.b	U59736	0,23826712	0,17272727	0,4167478	0,1328125	0,20487803	0	0,13263524	0	0,002649007	0	0,14802632	0,12937595	0,24727273	0,3021898	0	0,29411763	0,11111112
39145_at	MYL2	J02854	19,001802	28,012726	24,186953	22,707031	28,112194	23,514708	44,28621	12,877227	37,09139	38,612038	13,319079	25,672754	34,203636	25,744526	13,685716	14,058823	12,000001
39146_at	ATRX	U72936	0	0	0,029211296	0	0,09268292	0,071428575	0,08027922	0	0	0,20486556	0	0	0,09454545	0	0	0	0,05555556
39147_g_at	ATRX	U72936	2,407942	2,72	4,005842	3,1132812	3,4829268	2,5882354	1,3263524	1,2356436	0,7801325	1,3751601	1,9309212	1,9817352	2,3345454	2,449635	0,6	3,8823526	5,8888893
39148_s_at	XNP	L34363	0,22743681	0,13272727	0	0	0	0	0,052356016	0	0	0	0	0	0,003636364	0	0	0	0
39149_at	TPRC	X99720	0	0,1490909	0,050632913	0,15234375	0,09756097	0,111344546	0,031413607	0	0	0,12548016	0	0	0,06545454	0	0,05714286	0,2352941	0
39150_at	RNF11	U69559	1,2978339	1,6036363	2,3349562	1,6445312	1,9804877	1,2184874	0,8970331	0,5108911	0,30860925	0,45582587	0,5345395	1,0761034	0,6909091	1,2919708	0,2857143	2,0588233	3,0000002
39151_at	"PLAC3; PAPPE; PAPP-A2"	AL031290	0,04151624	0,018181818	0,035053555	0	0,121951215	0	0,23036647	0	0	0	0,026315792	0,079147644	0	0	0	0	0
39152_f_at	COIL	U06632	0,28339347	0,12727273	0,30769232	0,17382812	0,2317073	0,2184874	0,11867364	0,09504951	0,14701988	0,14084508	0,16118422	0,21004568	0,12	0,22481751	0,17142859	0,29411763	0,44444448
39153_r_at	COIL	U06632	0,025270756	0,13272727	0,033106137	0	0	0,050420173	0	0	0	0	0	0,00761035	0	0	0	0,058823526	0,05555556
39154_at	GADD45G	AI952982	0,43501803	0,34727272	0,2570594	0,46875	0,17560974	0	0,05933682	0,1861386	0,5350994	0	0,4819079	0,66362256	0,04	0,48175183	0,22857144	0,58823526	0,5
39155_at	PSMD3	D67025	0,8158844	0,98181814	0,96202534	0,31835938	0,9829268	1,0588236	0,58638734	0,5108911	0,9668874	0,8399488	0,30921054	0,6407915	0,71272725	0,6029197	0,5714286	0,76470584	0,7777778
39156_at	RFPL3S	AL021937	0	0	0	0,064453125	0	0	0	0	0	0,040973112	0	0	0	0	0	0	0
39157_at		AL021937	3,7761729	2,952727	1,7994158	2,9433594	2,7975607	3,0777311	3,9965093	0,6871287	0,5245033	3,2087069	0,2631579	0,04718417	3,043636	1,2759124	0,48571432	0	0
39158_at	ATF5	AB021663	0,17328519	0,17636363	0,10516067	0,29296875	0,16829269	0,3067227	0,5026177	0	0,33907285	0,1971831	0,036184214	0,33789957	0,12	0,16934307	0	0,058823526	0,11111112
39159_at	SH3GL1	X99656	0,15884475	0	0,06231743	0	0,002439024	0,22689077	0,24083768	0,015841585	0,13907285	0,45070425	0,2269737	0,3515982	0,34181815	0	0,02857143	0	0
39160_at	"PDHB; PHE1B"	D90086	1,7256316	2,1254544	2,2862709	1,9609375	2,4463415	1,1029412	0,9738219	0,8970297	0,69403976	1,6184379	1,0427632	1,2587519	1,6981817	1,7313868	0,54285717	2,705882	3,4444444
39161_at	NJMU-R1	AF052093	0,4241877	0,23818181	0,5004869	0,41992188	0,21463415	0,76470596	0,3141361	0,45742574	0,049006622	0,17669655	0,29276314	0,35920855	0,29090908	0,329927	0,2857143	0,58823526	0,33333337
39162_at		AA156987	1,4133574	1,7018181	1,554041	2,0429688	1,7390244	1,1134454	1,1413611	2,0534654	0,5933775	1,7464788	1,1348685	1,2526637	1,1054544	1,150365	1,7142859	3,470588	2,2222223
39163_at	KIDINS220	W27233	1,5794222	1,9090909	2,7400196	2,2792969	2,6658537	2,4432774	2,3350785	1,4831684	1,4781457	1,6133163	1,4539474	3,1126332	1,2581817	3,7167883	0,8571429	3,8823526	5,722223
39164_at	ARIH2	AF099149	0,65342957	0,7145454	0,93476146	0,8984375	0,64634144	1,0819328	0,9912739	0,32673267	0,5178808	0,89372605	0,46052635	0,5890411	1,1490909	0,44525546	0,17142859	0,7058823	0,8333334
39165_at	hNifU	U47101	5,0631766	5,8072724	6,605648	5,2617188	6,7365856	4,506303	2,8865616	3,0316832	2,1099339	3,5877082	2,212171	2,910198	4,018182	3,8744524	1,0857143	6,411764	8,500001
39166_s_at	SERPINH2	D83174	0,30324906	0,31454542	0,13631938	0	0,59756094	0,49159664	0	0	0	0,4199744	0	0	0	0	0	0,29411763	0
39167_r_at	SERPINH2	D83174	2,7942238	2,9490907	2,4888024	2,6230469	3,009756	3,094538	3,5462475	5,69505	4,674172	3,4519846	4,28125	3,2511418	2,5927272	3,4729927	5,2857146	4,705882	4,3888893
39168_at	KIAA0785	AB018328	3,8664258	3,0363636	3,2444015	3,0097656	3,8756094	3,5693276	3,1902266	1,780198	3,1549668	4,2637644	3,050987	3,1217659	3,2181816	2,4423358	1,5142858	3,5294116	2,8333335
39169_at	SEC61G	AF054184	0,635379	0,79999995	0,9873418	0,46679688	0,84878045	0,4789916	0,50959855	0,057425745	0,07549669	0,81946224	0,13651316	0,06849315	0,39272726	0,16934307	0,02857143	0,35294116	0,33333337
39170_at		AL049957	5,8321295	7,5618176	5,5481987	5,8632812	7,5756097	6,6323533	6,4258285	8,554456	9,4158945	7,370038	7,5000005	11,465754	5,3745456	13,640876	8,857143	9,058823	9,555556
39171_at	CTNNBIP1	W21787	0,22924186	0,13090909	0,101265825	0,48632812	0,27073172	0	0,20244327	0,20990099	0,40132448	0,45070425	0,023026315	0,17351598	0,08	0	0,4	0,6470588	0,05555556
39172_at	FLJ14547	AL049319	0,18592057	0,22545452	0,18305744	0,2109375	0,22439022	0,067226894	0,3141361	0,14653465	0,034437086	0,33546737	0,14144738	0,15068494	0,28727272	0,1839416	0,085714296	0,2352941	0,16666669
39173_at	humFib	X56597	1,566787	1,3181818	1,5248297	1,5664062	1,6219511	1,6470588	0,86910987	0,76237625	1,3112583	1,2394366	0,8289474	0,6651446	0,93818176	0,89343065	0,62857145	1,4117646	1,2777778
39174_at	RFG	X77548	4,873646	4,610909	5,6903605	3,8789062	5,82439	4,111345	3,5462475	2,8455443	2,031788	4,9193344	4,4292765	3,945206	4,847273	4,246715	2,4285715	5,823529	6,611111
39175_at	PFKP	D25328	0,5252707	1,0745454	1,8889971	0,9785156	0,90487796	0,79831934	0,24083768	0,10891089	0,17880794	2,1331627	0,5082237	0,42009136	1,1927272	0,38686132	0,34285718	1,235294	1
39176_f_at	CEL	M54994	0	0,08	0,09347615	0,095703125	0,051219508	0	0,038394414	0	0	0	0	0	0	0	0	0	0,11111112
39177_r_at	CEL	M54994	0	0	0	0	0	0	0	0,46336633	0	0	0,49342108	0	0	0,099270076	0	0,058823526	0,05555556
39178_at	NSP	L10333	0	0	0,081791624	0,083984375	0	0,035714287	0,06631762	0,0990099	0,026490066	0	0	0	0,043636363	0,06715328	0	0	0
39179_at	PRG2	Z26248	0,26534295	0,2690909	0,1285297	0,14257812	0,28292683	0,4663866	0,3141361	0	0,058278147	0,3277849	0,31085527	0,23439878	0,18545453	0,001459854	0,05714286	0	0
39180_at	TLS	S62140	0,43321297	0,7327272	0,49269718	0,50390625	0,604878	0,5546219	0,42931932	0,5168317	0,5629139	0,34827146	0,33223686	0,20091325	0,45818183	0,51386863	0,6571429	0,41176468	0,5555556
39181_at		U00928	3,2256315	3,2254543	3,1119769	2,9589844	3,3146338	1,5966387	2,9982545	1,4554455	1,1960266	2,8604352	2,0970395	2,1324203	1,8327273	3,148905	1,8571429	0,9411764	0,66666675
39182_at	HNMP-1	U87947	0,21660648	0,4981818	0,13437197	0,16015625	0,09756097	0,8382354	0,8097731	0	1,197351	2,297055	0	0,325723	0,4072727	0,5562044	0	0	0,05555556
39183_at	PCTK1	X66363	0,81046927	1,2818182	1,2775073	1,0800781	0,78292674	0,92857146	1,4694588	0,9980198	1,4119205	2,0921896	1,0789474	1,2770168	1,530909	0,96642333	0,74285716	0,7058823	0,61111116
39184_at	TCEB2	AI857469	8,3664255	10,352727	9,384616	8,1328125	9,182926	12,029411	11,064571	4,491089	22,594702	8,870679	4,3963814	13,735161	8,78909	13,145986	6,828572	6,7058816	4,3888893
39185_at	LOC56270	AF091083	0,41877255	0,2672727	0,2375852	0,3671875	0,90487796	0,86344534	0	0	0,3245033	0,765685	0	0,37899545	1,0836363	0,20729926	0	0,29411763	0,61111116
39186_s_at	PCBP3	W28986	0	0	0	0	0,002439024	0,14075631	0,12216404	0,007920792	0	0	0	0	0	0	0	0	0
39187_at		AF001450	0,10469314	0	0	0,099609375	0	0,38235298	0	0	0,6966887	0	0,12664475	0	0,10909091	0	0	0	0
39188_at		W27713	0,24548735	0,20727271	0,056475174	0	0	0,16176471	0	0	0,20794702	0	0	0	0,043636363	0	0	0,2352941	0,22222224
39189_at	KCNC4	M64676	0,19133574	0,10909091	0,36222008	0,16992188	0	0,05882353	0	0	0,0397351	0,07170294	0,22532895	0,35920855	0	0,3708029	0,2	0	0
39190_s_at		AC002126	0,5469313	0,52	0,68549174	0,5957031	0,604878	0,34033617	0,73647463	0,14851485	0,70066226	0,32266328	0,28453946	0,7245053	0,71999997	0,6277372	0,085714296	0,11764705	0,33333337
39191_at	TIMM8A	U01922	0,3971119	0,08181818	0,15579358	0,05078125	0,009756098	0,31932774	0	0	0,045033112	0,18693984	0,04111842	0	0,18545453	0,02627737	0	0,058823526	0
39192_at	"TNFRSF17; BCM; BCMA"	Z29572	0	0,06	0	0	0	0	0,05584642	0	0,026490066	0,03585147	0	0	0	0	0	0	0
39193_at		W26500	0	0,03454545	0	0,04296875	0	0	0	0	0,11390729	0	0	0,05631659	0	0,10072993	0	0	0
39194_at		W28766	0,27256316	0,21454546	0,13631938	0,21875	0,036585364	0,19117649	0	0	0	0,15364917	0,28289476	0,100456625	0	0,1620438	0	0,058823526	0,05555556
39195_s_at	LRIG1	W25875	0,06317689	0,003636364	0	0,05859375	0,09268292	0,04411765	0,08726002	0	0	0,053777207	0,04111842	0,050228313	0,12	0	0	0	0
39196_i_at	LRIG1	W25875	0,17870034	0,2090909	0,1674781	0	0	0,09453782	0	0,19009902	0,10331126	0,04865557	0,22368422	0,059360735	0,17818181	0,049635038	0,05714286	0,058823526	0,05555556
39197_s_at		U50536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39198_s_at	CGI-87	W27763	0,37545124	0,3272727	0,4440117	0,20703125	0,15365854	0,28781512	0	0	0	0,46350834	0	0,5357687	0,49090907	0,16058394	0	0	0
39199_at	ACVR1B	W28661	0,1498195	0,4181818	0,3855891	0	0,036585364	0,050420173	0	0	0,07019868	0,007682459	0,27631578	0,30289194	0	0,19854015	0	0	0
391_at	PPP5	X89416	0,8646209	0,9418181	0,46738073	0,5917969	0,47804877	0,04411765	0,48865616	0	0,25298014	0,45070425	0,19572368	0,46879756	0,2581818	0,29343066	0	0,29411763	0,11111112
39200_s_at		W28760	0,16425993	0,07272727	0,1772152	0,12109375	0,11707317	0,2647059	0,31064567	0,03960396	0,07549669	0	0	0,15829529	0,22181816	0,3021898	0,05714286	0,058823526	0,16666669
39201_r_at		W28760	0,49999997	0,60909086	0,6037001	0,11328125	0	0,006302522	0,08027922	0,43366334	0,41721854	0,45326507	0,48684213	0,57229835	0,2763636	0,46423355	0,4	0,35294116	0,16666669
39202_at	MIP-T3	W26403	0,014440432	0	0	0	0	0,004201681	0,16055845	0,20990099	0	0,25096032	0	0	0,24	0	0	0,058823526	0
39203_at	C14orf132	W27112	0,05956678	0,021818181	0	0,095703125	0,053658538	0	0,017452005	0,023762377	0	0	0	0	0	0,07445255	0	0,058823526	0
39204_at		AF090097	0,22563176	0,1381818	0,25121713	0,39648438	0,043902434	0,1869748	0,06631762	0,087128714	0,074172184	0,62483996	0,19901317	0,3409437	0,123636365	0,002919708	0	0,058823526	0,33333337
39205_at	PP1665	W28793	0,33212993	0,27454546	0,2473223	0,2265625	0,21463415	0,5	0,12565443	0,22376238	0,6463576	0,33802816	0,6134868	0,4474886	0,29454547	0,6627737	0,51428574	0,41176468	0,3888889
39206_s_at	AGC1	X17406	0,17870034	0,096363634	0,040895812	0,15820312	0,07317073	0	0,12216404	0	0,24238409	0,14084508	0,052631583	0,22070016	0,123636365	0	0	0	0
39207_r_at	AGC1	X17406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39208_i_at	PPBP	M54995	0,2707581	0,07818182	0,013631938	0,15234375	0	0,029411765	0,090750426	0,16633663	0,047682118	0,13572344	0	0,04261796	0,03272727	0,12554745	0,17142859	0,11764705	0,05555556
39209_r_at	PPBP	M54995	0,07942238	0	0,038948394	0	0,031707313	0,19537815	0,08027922	0,24554454	0,14701988	0,12804097	0,008223685	0,03196347	0,1890909	0,08175182	0,17142859	0,17647058	0,22222224
39210_at	FUT4	M58597	0,034296025	0,027272727	0	0,0625	0,002439024	0	0	0	0,10993378	0,07682458	0	0	0,090909086	0,002919708	0	0	0
39211_at	FLJ10374	AF091080	0	0	0,18889971	0	0,35365853	0,2436975	0	0	2,8344371	0,32010242	0,004934211	0,6712329	0	0,90510947	0	0	0
39212_at	FLJ11191	AF038179	0,050541513	0,13999999	0,1791626	0,25390625	0,12926829	0,2331933	0,16404885	0,43960395	0,24105962	0	0,052631583	0,039573822	0,1490909	0,2	0,05714286	0,11764705	0,2777778
39213_at	PAK7	AL031652	0	0	0,031158715	0	0,07317073	0	0,006980802	0	0	0,00256082	0,03125	0	0	0	0,02857143	0	0
39214_at	PLXNB3	U52111	0,05956678	0	0,013631938	0	0	0	0	0	0,10331126	0,028169015	0,016447369	0,14307459	0	0	0	0	0
39215_at	NPPB	AL021155	2,6787	14,410908	6,4148006	6,169922	24,787804	31,207985	7,1134377	2,9821782	17,516556	66,729836	4,4424343	21,82344	14,181818	5,811679	0,4571429	29,764704	15,111113
39216_at		AL021331	0,050541513	0,050909087	0,029211296	0,103515625	0,11219511	0	0,017452005	0	0,06490067	0,0921895	0,11677632	0,02283105	0,2509091	0,04379562	0	0	0
39217_at	LOC145899	AL109674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,058823526	0
39218_at	DKFZp569D2231	AL080123	0,08664259	0	0	0,35351562	0,107317075	0	0,12216404	0	0	0,023047375	0	0,02283105	0,16363636	0,11240876	0	0	0
39219_at	CEBPG	U20240	0,09927797	0,11636364	0,18500488	0,20117188	0,15365854	0,14075631	0,10471203	0,001980198	0,005298013	0,08962868	0,060855266	0,033485543	0,021818181	0,08175182	0	0,058823526	0,11111112
39220_at	SCGB1A1	T92248	0,12815884	0	0,023369037	0,11328125	0,053658538	0	0,15706804	0,14455445	0	0	0,18092106	0	0,26181817	0	0	0	0
39221_at	MIR cl-10	AF004231	0	0	0	0	0	0	0,06980802	0	0	0,020486556	0	0	0	0	0,02857143	0	0
39222_at	PIK3C2G	AJ000008	0	0,07636363	0	0,12890625	0,009756098	0	0	0	0	0,1049936	0	0,13394217	0,018181818	0,04087591	0,11428572	0,058823526	0,05555556
