# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
c1qb,"1,2,5,6-dibenzanthracene",C026486,53-70-3,C1QB,713,Mus musculus,10090,"1,2,5,6-dibenzanthracene results in decreased expression of C1QB mRNA",decreases^expression,26377693
kdelr3,Niclosamide,D009534,50-65-7,KDELR3,11015,Homo sapiens,9606,Niclosamide results in increased expression of KDELR3 mRNA,increases^expression,36318118
kdelr3,nonylphenol,C025256,25154-52-3,KDELR3,11015,Oncorhynchus mykiss,8022,nonylphenol results in decreased expression of KDELR3 mRNA,decreases^expression,22982499
kdelr3,NSC 689534,C558013,,KDELR3,11015,Homo sapiens,9606,NSC 689534 results in increased expression of KDELR3 mRNA,increases^expression,20971185
kdelr3,Orlistat,D000077403,96829-58-2,KDELR3,11015,Homo sapiens,9606,Orlistat results in increased expression of KDELR3 mRNA,increases^expression,18796435
kdelr3,Oxaliplatin,D000077150,,KDELR3,11015,Rattus norvegicus,10116,[Oxaliplatin co-treated with Topotecan] results in increased expression of KDELR3 mRNA,affects^cotreatment|increases^expression,25729387
kdelr3,Ozone,D010126,10028-15-6,KDELR3,11015,Mus musculus,10090,[Air Pollutants results in increased abundance of Ozone] which results in increased expression of KDELR3 mRNA,increases^abundance|increases^expression,34911549
kdelr3,Palm Oil,D000073878,,KDELR3,11015,Mus musculus,10090,Palm Oil results in increased expression of KDELR3 mRNA,increases^expression,18042831
kdelr3,Particulate Matter,D052638,,KDELR3,11015,Homo sapiens,9606,Particulate Matter results in increased expression of KDELR3 mRNA,increases^expression,32891722
kdelr3,perfluoro-n-nonanoic acid,C101816,375-95-1,KDELR3,11015,Homo sapiens,9606,perfluoro-n-nonanoic acid results in decreased expression of KDELR3 mRNA,decreases^expression,32588087
kdelr3,Perfume,D010476,,KDELR3,11015,Homo sapiens,9606,Perfume results in increased expression of KDELR3 mRNA,increases^expression,24768652
kdelr3,Phenobarbital,D010634,50-06-6,KDELR3,11015,Rattus norvegicus,10116,Phenobarbital results in increased expression of KDELR3 mRNA,increases^expression,30047161
kdelr3,Phenylephrine,D010656,59-42-7,KDELR3,11015,Rattus norvegicus,10116,Phenylephrine results in increased expression of KDELR3 mRNA,increases^expression,18158353
kdelr3,pirinixic acid,C006253,50892-23-4,KDELR3,11015,Mus musculus,10090,[pirinixic acid binds to and results in increased activity of PPARA protein] which results in decreased expression of KDELR3 mRNA,affects^binding|decreases^expression|increases^activity,19710929
kdelr3,pirinixic acid,C006253,50892-23-4,KDELR3,11015,Mus musculus,10090,pirinixic acid results in decreased expression of KDELR3 mRNA,decreases^expression,17426115
kdelr3,pirinixic acid,C006253,50892-23-4,KDELR3,11015,Rattus norvegicus,10116,pirinixic acid results in decreased expression of KDELR3 mRNA,decreases^expression,22484513
kdelr3,Plant Extracts,D010936,,KDELR3,11015,Homo sapiens,9606,[Plant Extracts co-treated with Resveratrol] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,23557933
kdelr3,potassium chromate(VI),C027373,7789-00-6,KDELR3,11015,Homo sapiens,9606,[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,22079256
kdelr3,potassium chromate(VI),C027373,7789-00-6,KDELR3,11015,Homo sapiens,9606,potassium chromate(VI) results in decreased expression of KDELR3 mRNA,decreases^expression,22079256
kdelr3,Propylthiouracil,D011441,51-52-5,KDELR3,11015,Rattus norvegicus,10116,Propylthiouracil results in increased expression of KDELR3 mRNA,increases^expression,30047161
kdelr3,pyrachlostrobin,C513428,,KDELR3,11015,Mus musculus,10090,pyrachlostrobin results in increased expression of KDELR3 mRNA,increases^expression,27029645
kdelr3,Resveratrol,D000077185,,KDELR3,11015,Homo sapiens,9606,[Plant Extracts co-treated with Resveratrol] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,23557933
kdelr3,Rotenone,D012402,83-79-4,KDELR3,11015,Rattus norvegicus,10116,Rotenone results in decreased expression of KDELR3 mRNA,decreases^expression,28374803
kdelr3,S-2-pentyl-4-pentynoic hydroxamic acid,C513635,,KDELR3,11015,Mus musculus,10090,S-2-pentyl-4-pentynoic hydroxamic acid results in increased expression of KDELR3 mRNA,increases^expression,21427059
kdelr3,salinomycin,C010327,53003-10-4,KDELR3,11015,Homo sapiens,9606,salinomycin results in decreased expression of KDELR3 mRNA,decreases^expression,19682730
kdelr3,Smoke,D012906,,KDELR3,11015,Homo sapiens,9606,Smoke results in decreased expression of KDELR3 mRNA,decreases^expression,34520756
kdelr3,sodium arsenite,C017947,13768-07-5,KDELR3,11015,Homo sapiens,9606,sodium arsenite affects the methylation of KDELR3 gene,affects^methylation,28589171
kdelr3,Sodium Glutamate,D012970,142-47-2,KDELR3,11015,Mus musculus,10090,[Sodium Glutamate co-treated with Trans Fatty Acids] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,19001666
kdelr3,Soman,D012999,96-64-0,KDELR3,11015,Rattus norvegicus,10116,Soman results in decreased expression of KDELR3 mRNA,decreases^expression,19281266
kdelr3,Soman,D012999,96-64-0,KDELR3,11015,Rattus norvegicus,10116,Soman results in increased expression of KDELR3 mRNA,increases^expression,19281266
kdelr3,Sulfadimethoxine,D013412,122-11-2,KDELR3,11015,Rattus norvegicus,10116,Sulfadimethoxine results in increased expression of KDELR3 mRNA,increases^expression,30047161
kdelr3,Sunitinib,D000077210,,KDELR3,11015,Homo sapiens,9606,Sunitinib results in decreased expression of KDELR3 mRNA,decreases^expression,31533062
kdelr3,T-2 Toxin,D013605,21259-20-1,KDELR3,11015,Homo sapiens,9606,T-2 Toxin results in decreased expression of KDELR3 mRNA,decreases^expression,31863870
kdelr3,Tamoxifen,D013629,10540-29-1,KDELR3,11015,Mus musculus,10090,Tamoxifen affects the expression of KDELR3 mRNA,affects^expression,17555576
kdelr3,tert-Butylhydroperoxide,D020122,75-91-2,KDELR3,11015,Homo sapiens,9606,tert-Butylhydroperoxide results in decreased expression of KDELR3 mRNA,decreases^expression,15336504
kdelr3,Testosterone,D013739,58-22-0,KDELR3,11015,Homo sapiens,9606,[Testosterone co-treated with Calcitriol] results in increased expression of KDELR3 mRNA,affects^cotreatment|increases^expression,21592394
kdelr3,Testosterone,D013739,58-22-0,KDELR3,11015,Homo sapiens,9606,Testosterone results in increased expression of KDELR3 mRNA,increases^expression,21592394
kdelr3,Testosterone,D013739,58-22-0,KDELR3,11015,Mus musculus,10090,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane inhibits the reaction [Testosterone deficiency results in decreased expression of KDELR3 mRNA]",decreases^expression|decreases^reaction,33848595
kdelr3,Testosterone,D013739,58-22-0,KDELR3,11015,Mus musculus,10090,Testosterone deficiency results in decreased expression of KDELR3 mRNA,decreases^expression,33848595
kdelr3,Testosterone,D013739,58-22-0,KDELR3,11015,Rattus norvegicus,10116,[bisphenol A co-treated with Testosterone] results in increased expression of KDELR3 mRNA,affects^cotreatment|increases^expression,26496021
kdelr3,Tetrachlorodibenzodioxin,D013749,1746-01-6,KDELR3,11015,Danio rerio,7955,Tetrachlorodibenzodioxin results in decreased expression of KDELR3 mRNA,decreases^expression,18495758
kdelr3,Tetrachlorodibenzodioxin,D013749,1746-01-6,KDELR3,11015,Mus musculus,10090,Tetrachlorodibenzodioxin affects the expression of KDELR3 mRNA,affects^expression,21570461
kdelr3,Tetrachlorodibenzodioxin,D013749,1746-01-6,KDELR3,11015,Mus musculus,10090,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of KDELR3 mRNA,affects^cotreatment|increases^expression,17942748
kdelr3,Tetrachlorodibenzodioxin,D013749,1746-01-6,KDELR3,11015,Mus musculus,10090,Tetrachlorodibenzodioxin results in increased expression of KDELR3 mRNA,increases^expression,15328365|17942748
kdelr3,Tetrachlorodibenzodioxin,D013749,1746-01-6,KDELR3,11015,Rattus norvegicus,10116,Tetrachlorodibenzodioxin results in increased expression of KDELR3 mRNA,increases^expression,34747641
kdelr3,Thioacetamide,D013853,62-55-5,KDELR3,11015,Cavia porcellus,10141,Thioacetamide results in increased expression of KDELR3 mRNA,increases^expression,34492290
kdelr3,Thioacetamide,D013853,62-55-5,KDELR3,11015,Rattus norvegicus,10116,Thioacetamide results in increased expression of KDELR3 mRNA,increases^expression,23411599|34492290
kdelr3,Tobacco Smoke Pollution,D014028,,KDELR3,11015,Homo sapiens,9606,Tobacco Smoke Pollution results in increased expression of KDELR3 mRNA,increases^expression,30291989
kdelr3,Topotecan,D019772,123948-87-8,KDELR3,11015,Rattus norvegicus,10116,[Oxaliplatin co-treated with Topotecan] results in increased expression of KDELR3 mRNA,affects^cotreatment|increases^expression,25729387
kdelr3,Topotecan,D019772,123948-87-8,KDELR3,11015,Rattus norvegicus,10116,Topotecan results in increased expression of KDELR3 mRNA,increases^expression,25729387
kdelr3,Trans Fatty Acids,D044242,,KDELR3,11015,Mus musculus,10090,[Sodium Glutamate co-treated with Trans Fatty Acids] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,19001666
kdelr3,Trans Fatty Acids,D044242,,KDELR3,11015,Mus musculus,10090,Trans Fatty Acids results in decreased expression of KDELR3 mRNA,decreases^expression,19001666|22078008
kdelr3,Tretinoin,D014212,302-79-4,KDELR3,11015,Homo sapiens,9606,Tretinoin results in decreased expression of KDELR3 mRNA,decreases^expression,33167477
kdelr3,Tretinoin,D014212,302-79-4,KDELR3,11015,Homo sapiens,9606,Tretinoin results in increased expression of KDELR3 mRNA,increases^expression,17138961|21934132
kdelr3,Tretinoin,D014212,302-79-4,KDELR3,11015,Mus musculus,10090,[bis(4-hydroxyphenyl)sulfone co-treated with Tretinoin] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,30951980
kdelr3,Tretinoin,D014212,302-79-4,KDELR3,11015,Mus musculus,10090,[bisphenol A co-treated with Tretinoin] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,30951980
kdelr3,Tretinoin,D014212,302-79-4,KDELR3,11015,Mus musculus,10090,[bisphenol F co-treated with Tretinoin] results in decreased expression of KDELR3 mRNA,affects^cotreatment|decreases^expression,30951980
kdelr3,trichostatin A,C012589,58880-19-6,KDELR3,11015,Homo sapiens,9606,trichostatin A results in increased expression of KDELR3 mRNA,increases^expression,24935251
kdelr3,Uranium Compounds,D017974,,KDELR3,11015,Homo sapiens,9606,Uranium Compounds results in increased expression of KDELR3 mRNA,increases^expression,19654044
kdelr3,Urethane,D014520,51-79-6,KDELR3,11015,Homo sapiens,9606,Urethane results in decreased expression of KDELR3 mRNA,decreases^expression,28818685
kdelr3,Valproic Acid,D014635,99-66-1,KDELR3,11015,Homo sapiens,9606,[Hydralazine co-treated with Valproic Acid] results in increased expression of KDELR3 mRNA,affects^cotreatment|increases^expression,17183730
kdelr3,Valproic Acid,D014635,99-66-1,KDELR3,11015,Homo sapiens,9606,Valproic Acid results in decreased expression of KDELR3 mRNA,decreases^expression,23179753
kdelr3,Valproic Acid,D014635,99-66-1,KDELR3,11015,Homo sapiens,9606,Valproic Acid results in increased expression of KDELR3 mRNA,increases^expression,23179753|24383497|28001369
kdelr3,Valproic Acid,D014635,99-66-1,KDELR3,11015,Homo sapiens,9606,Valproic Acid results in increased methylation of KDELR3 gene,increases^methylation,29154799
kdelr3,Valproic Acid,D014635,99-66-1,KDELR3,11015,Mus musculus,10090,Valproic Acid results in increased expression of KDELR3 mRNA,increases^expression,19136453|21427059|24896083
sec31a,"1,2-Dimethylhydrazine",D019813,540-73-8,SEC31A,22872,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of SEC31A mRNA",affects^cotreatment|decreases^expression,22206623
sec31a,"1,2-Dimethylhydrazine",D019813,540-73-8,SEC31A,22872,Mus musculus,10090,"1,2-Dimethylhydrazine results in decreased expression of SEC31A mRNA",decreases^expression,22206623
sec31a,"1,2-dithiol-3-thione",C049325,,SEC31A,22872,Rattus norvegicus,10116,"1,2-dithiol-3-thione results in increased expression of SEC31A mRNA",increases^expression,19162173
sec31a,"2,2',4,4'-tetrabromodiphenyl ether",C511295,,SEC31A,22872,Homo sapiens,9606,"2,2',4,4'-tetrabromodiphenyl ether results in decreased expression of SEC31A protein",decreases^expression,31675489
sec31a,"2,6-dinitrotoluene",C023514,606-20-2,SEC31A,22872,Rattus norvegicus,10116,"2,6-dinitrotoluene affects the expression of SEC31A mRNA",affects^expression,21346803
sec31a,"3,19-(2-bromobenzylidene)andrographolide",C000598422,,SEC31A,22872,Homo sapiens,9606,"[3,19-(2-bromobenzylidene)andrographolide results in decreased susceptibility to 3,19-(2-bromobenzylidene)andrographolide] which results in increased expression of SEC31A mRNA",decreases^response to substance|increases^expression,34087331
sec31a,3-(2-hydroxy-4-(2-methylnonan-2-yl)phenyl)cyclohexan-1-ol,C572491,,SEC31A,22872,Homo sapiens,9606,3-(2-hydroxy-4-(2-methylnonan-2-yl)phenyl)cyclohexan-1-ol results in increased expression of SEC31A protein,increases^expression,26194647
sec31a,"4,4'-hexafluorisopropylidene diphenol",C583074,,SEC31A,22872,Homo sapiens,9606,"4,4'-hexafluorisopropylidene diphenol results in increased expression of SEC31A protein",increases^expression,34186270
sec31a,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C459179,,SEC31A,22872,Homo sapiens,9606,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of SEC31A mRNA",affects^cotreatment|increases^expression,27188386
sec31a,"(4-amino-1,4-dihydro-3-(2-pyridyl)-5-thioxo-1,2,4-triazole)copper(II)",C517041,,SEC31A,22872,Homo sapiens,9606,"(4-amino-1,4-dihydro-3-(2-pyridyl)-5-thioxo-1,2,4-triazole)copper(II) results in increased expression of SEC31A mRNA",increases^expression,19561079
sec31a,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,SEC31A,22872,Homo sapiens,9606,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in decreased expression of SEC31A mRNA",decreases^expression,20018196
sec31a,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide",D015123,55097-80-8,SEC31A,22872,Homo sapiens,9606,"7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in increased expression of SEC31A mRNA",increases^expression,19150397
sec31a,Acetaminophen,D000082,103-90-2,SEC31A,22872,Mus musculus,10090,Acetaminophen affects the expression of SEC31A mRNA,affects^expression,17562736
sec31a,Acetaminophen,D000082,103-90-2,SEC31A,22872,Rattus norvegicus,10116,Acetaminophen results in decreased expression of SEC31A mRNA,decreases^expression,33387578
sec31a,Aflatoxin B1,D016604,1162-65-8,SEC31A,22872,Homo sapiens,9606,Aflatoxin B1 results in decreased methylation of SEC31A gene,decreases^methylation,27153756
sec31a,Amitrole,D000640,61-82-5,SEC31A,22872,Rattus norvegicus,10116,Amitrole results in decreased expression of SEC31A mRNA,decreases^expression,30047161
sec31a,Ammonium Chloride,D000643,12125-02-9,SEC31A,22872,Rattus norvegicus,10116,Ammonium Chloride affects the expression of SEC31A mRNA,affects^expression,16483693
sec31a,Amphetamine,D000661,300-62-9,SEC31A,22872,Rattus norvegicus,10116,Amphetamine results in decreased expression of SEC31A mRNA,decreases^expression,30779732
sec31a,aristolochic acid I,C000228,313-67-7,SEC31A,22872,Homo sapiens,9606,aristolochic acid I results in decreased expression of SEC31A mRNA,decreases^expression,33212167
sec31a,Arsenic,D001151,7440-38-2,SEC31A,22872,Homo sapiens,9606,Arsenic results in decreased methylation of SEC31A gene,decreases^methylation,28242323
sec31a,arsenite,C015001,15502-74-6,SEC31A,22872,Homo sapiens,9606,arsenite promotes the reaction [G3BP1 protein binds to SEC31A protein],affects^binding|increases^reaction,32406909
sec31a,Atrazine,D001280,1912-24-9,SEC31A,22872,Danio rerio,7955,Atrazine results in decreased expression of SEC31A mRNA,decreases^expression,25929836
sec31a,Benzo(a)pyrene,D001564,50-32-8,SEC31A,22872,Homo sapiens,9606,Benzo(a)pyrene results in decreased methylation of SEC31A 5' UTR,decreases^methylation,27901495
sec31a,beta-N-methylamino-L-alanine,C001824,,SEC31A,22872,Mus musculus,10090,beta-N-methylamino-L-alanine results in increased expression of SEC31A protein,increases^expression,28837265
sec31a,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,SEC31A,22872,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone results in increased expression of SEC31A protein,increases^expression,34186270
sec31a,bisphenol A,C006780,80-05-7,SEC31A,22872,Danio rerio,7955,bisphenol A affects the expression of SEC31A mRNA,affects^expression,21786754
sec31a,bisphenol A,C006780,80-05-7,SEC31A,22872,Homo sapiens,9606,bisphenol A analog results in increased expression of SEC31A mRNA,increases^expression,32387340
sec31a,bisphenol A,C006780,80-05-7,SEC31A,22872,Homo sapiens,9606,bisphenol A results in decreased expression of SEC31A protein,decreases^expression,34186270
sec31a,bisphenol A,C006780,80-05-7,SEC31A,22872,Rattus norvegicus,10116,bisphenol A results in increased expression of SEC31A mRNA,increases^expression,25181051
sec31a,bisphenol F,C000611646,,SEC31A,22872,Homo sapiens,9606,bisphenol F results in increased expression of SEC31A protein,increases^expression,34186270
sec31a,Cadmium Chloride,D019256,10108-64-2,SEC31A,22872,Rattus norvegicus,10116,Cadmium Chloride results in increased expression of SEC31A mRNA,increases^expression,21297351
sec31a,Cadmium Chloride,D019256,10108-64-2,SEC31A,22872,Rattus norvegicus,10116,Cadmium Chloride results in increased methylation of SEC31A promoter,increases^methylation,22457795
sec31a,Caffeine,D002110,58-08-2,SEC31A,22872,Homo sapiens,9606,Caffeine results in decreased phosphorylation of SEC31A protein,decreases^phosphorylation,35688186
sec31a,Carbamazepine,D002220,298-46-4,SEC31A,22872,Homo sapiens,9606,Carbamazepine affects the expression of SEC31A mRNA,affects^expression,25979313
sec31a,CGP 52608,C092451,87958-67-6,SEC31A,22872,Homo sapiens,9606,CGP 52608 promotes the reaction [RORA protein binds to SEC31A gene],affects^binding|increases^reaction,28238834
sec31a,Chlorpyrifos,D004390,2921-88-2,SEC31A,22872,Mus musculus,10090,Chlorpyrifos affects the expression of SEC31A mRNA,affects^expression,37019170
sec31a,Cisplatin,D002945,15663-27-1,SEC31A,22872,Homo sapiens,9606,Cisplatin results in decreased expression of SEC31A mRNA,decreases^expression,27594783
sec31a,Cisplatin,D002945,15663-27-1,SEC31A,22872,Homo sapiens,9606,[Piroxicam co-treated with Cisplatin] results in increased expression of SEC31A mRNA,affects^cotreatment|increases^expression,21858171
sec31a,Clofibrate,D002994,637-07-0,SEC31A,22872,Mus musculus,10090,Clofibrate results in decreased expression of SEC31A mRNA,decreases^expression,17585979
sec31a,Clozapine,D003024,5786-21-0,SEC31A,22872,Homo sapiens,9606,Clozapine results in increased expression of SEC31A protein,increases^expression,34122009
sec31a,cobaltous chloride,C018021,7646-79-9,SEC31A,22872,Homo sapiens,9606,cobaltous chloride results in increased expression of SEC31A mRNA,increases^expression,19376846
sec31a,coumarin,C030123,91-64-5,SEC31A,22872,Homo sapiens,9606,coumarin results in increased phosphorylation of SEC31A protein,increases^phosphorylation,35688186
sec31a,Cyclosporine,D016572,59865-13-3,SEC31A,22872,Homo sapiens,9606,Cyclosporine results in increased expression of SEC31A mRNA,increases^expression,20106945
sec31a,DEET,D003671,134-62-3,SEC31A,22872,Rattus norvegicus,10116,[Permethrin co-treated with DEET] results in decreased methylation of SEC31A gene,affects^cotreatment|decreases^methylation,33148267
sec31a,deoxynivalenol,C007262,51481-10-8,SEC31A,22872,Sus scrofa,9823,deoxynivalenol results in increased expression of SEC31A mRNA,increases^expression,35307453
sec31a,dicrotophos,C000944,3735-78-2,SEC31A,22872,Homo sapiens,9606,dicrotophos results in increased expression of SEC31A mRNA,increases^expression,28302478
sec31a,Disulfiram,D004221,97-77-8,SEC31A,22872,Danio rerio,7955,Disulfiram results in decreased expression of SEC31A mRNA,decreases^expression,20530235
sec31a,dorsomorphin,C516138,,SEC31A,22872,Homo sapiens,9606,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of SEC31A mRNA",affects^cotreatment|increases^expression,27188386
sec31a,Doxorubicin,D004317,23214-92-8,SEC31A,22872,Homo sapiens,9606,Doxorubicin results in decreased expression of SEC31A mRNA,decreases^expression,29803840
sec31a,Dronabinol,D013759,,SEC31A,22872,Homo sapiens,9606,Dronabinol results in increased expression of SEC31A mRNA,increases^expression,18454173
sec31a,Dronabinol,D013759,,SEC31A,22872,Rattus norvegicus,10116,Dronabinol affects the methylation of SEC31A gene,affects^methylation,26044905
sec31a,Endosulfan,D004726,115-29-7,SEC31A,22872,Rattus norvegicus,10116,Endosulfan results in decreased expression of SEC31A mRNA,decreases^expression,31464424
sec31a,Enzyme Inhibitors,D004791,,SEC31A,22872,Homo sapiens,9606,[Enzyme Inhibitors results in decreased activity of OGA protein] which results in increased O-linked glycosylation of SEC31A protein,decreases^activity|increases^O-linked glycosylation,23301498
sec31a,Estradiol,D004958,50-28-2,SEC31A,22872,Oryzias latipes,8090,Estradiol results in increased expression of SEC31A mRNA,increases^expression,32622090
sec31a,Ethinyl Estradiol,D004997,57-63-6,SEC31A,22872,Mus musculus,10090,Ethinyl Estradiol affects the expression of SEC31A mRNA,affects^expression,17555576
sec31a,Ethinyl Estradiol,D004997,57-63-6,SEC31A,22872,Mus musculus,10090,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of SEC31A mRNA,affects^cotreatment|increases^expression,17942748
sec31a,ethylene dichloride,C024565,107-06-2,SEC31A,22872,Mus musculus,10090,ethylene dichloride results in increased expression of SEC31A mRNA,increases^expression,28960355
sec31a,Ethyl Methanesulfonate,D005020,62-50-0,SEC31A,22872,Homo sapiens,9606,Ethyl Methanesulfonate results in increased expression of SEC31A mRNA,increases^expression,23649840
sec31a,Flavonoids,D005419,,SEC31A,22872,Rattus norvegicus,10116,Flavonoids results in decreased expression of SEC31A mRNA,decreases^expression,18035473
sec31a,Fluorouracil,D005472,51-21-8,SEC31A,22872,Homo sapiens,9606,SEC31A protein affects the susceptibility to Fluorouracil,affects^response to substance,16217747
sec31a,Folic Acid,D005492,59-30-3,SEC31A,22872,Mus musculus,10090,"[1,2-Dimethylhydrazine co-treated with Folic Acid] results in decreased expression of SEC31A mRNA",affects^cotreatment|decreases^expression,22206623
sec31a,Folic Acid,D005492,59-30-3,SEC31A,22872,Mus musculus,10090,Folic Acid results in decreased expression of SEC31A mRNA,decreases^expression,25629700
sec31a,hexabromocyclododecane,C089796,25637-99-4,SEC31A,22872,Mus musculus,10090,hexabromocyclododecane results in decreased expression of SEC31A mRNA,decreases^expression,29177809
sec31a,Hexachlorocyclohexane,D001556,,SEC31A,22872,Rattus norvegicus,10116,Hexachlorocyclohexane results in increased expression of SEC31A mRNA,increases^expression,17785943
sec31a,Hydralazine,D006830,86-54-4,SEC31A,22872,Homo sapiens,9606,[Hydralazine co-treated with Valproic Acid] results in increased expression of SEC31A mRNA,affects^cotreatment|increases^expression,17183730
sec31a,Hydrogen Peroxide,D006861,7722-84-1,SEC31A,22872,Homo sapiens,9606,Hydrogen Peroxide affects the expression of SEC31A mRNA,affects^expression,20044591
sec31a,ICG 001,C492448,,SEC31A,22872,Homo sapiens,9606,ICG 001 results in decreased expression of SEC31A mRNA,decreases^expression,26191083
sec31a,Inulin,D007444,9005-80-5,SEC31A,22872,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Inulin] results in decreased expression of SEC31A mRNA,affects^cotreatment|decreases^expression,36331819
sec31a,Irinotecan,D000077146,,SEC31A,22872,Homo sapiens,9606,Irinotecan analog results in decreased expression of SEC31A mRNA,decreases^expression,18927307
sec31a,Ivermectin,D007559,70288-86-7,SEC31A,22872,Homo sapiens,9606,Ivermectin results in decreased expression of SEC31A protein,decreases^expression,32959892
sec31a,Lactic Acid,D019344,50-21-5,SEC31A,22872,Homo sapiens,9606,Lactic Acid results in increased expression of SEC31A mRNA,increases^expression,30851411
sec31a,Lead,D007854,7439-92-1,SEC31A,22872,Homo sapiens,9606,Lead affects the splicing of SEC31A mRNA,affects^splicing,28903495
sec31a,Methamphetamine,D008694,537-46-2,SEC31A,22872,Macaca fascicularis,9541,Methamphetamine results in decreased expression of SEC31A mRNA,decreases^expression,29802913
sec31a,Methimazole,D008713,60-56-0,SEC31A,22872,Rattus norvegicus,10116,Methimazole results in decreased expression of SEC31A mRNA,decreases^expression,30047161
sec31a,Methimazole,D008713,60-56-0,SEC31A,22872,Rattus norvegicus,10116,Methimazole results in increased expression of SEC31A mRNA,increases^expression,22504374
sec31a,Methyl Methanesulfonate,D008741,66-27-3,SEC31A,22872,Homo sapiens,9606,Methyl Methanesulfonate results in increased expression of SEC31A mRNA,increases^expression,23649840
sec31a,Mitoxantrone,D008942,65271-80-9,SEC31A,22872,Homo sapiens,9606,SEC31A protein affects the susceptibility to Mitoxantrone,affects^response to substance,16217747
sec31a,"Nanotubes, Carbon",D037742,,SEC31A,22872,Mus musculus,10090,"Nanotubes, Carbon analog results in increased expression of SEC31A mRNA",increases^expression,25554681
sec31a,"Nanotubes, Carbon",D037742,,SEC31A,22872,Mus musculus,10090,"Nanotubes, Carbon results in increased expression of SEC31A mRNA",increases^expression,25554681|25620056
sec31a,"N-Methyl-3,4-methylenedioxyamphetamine",D018817,42542-10-9,SEC31A,22872,Mus musculus,10090,"N-Methyl-3,4-methylenedioxyamphetamine results in decreased expression of SEC31A mRNA",decreases^expression,26251327
sec31a,perfluorooctane sulfonic acid,C076994,1763-23-1,SEC31A,22872,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Inulin] results in decreased expression of SEC31A mRNA,affects^cotreatment|decreases^expression,36331819
sec31a,perfluorooctanoic acid,C023036,335-67-1,SEC31A,22872,Homo sapiens,9606,perfluorooctanoic acid results in decreased expression of SEC31A protein,decreases^expression,26879310
sec31a,Permethrin,D026023,52645-53-1,SEC31A,22872,Rattus norvegicus,10116,[Permethrin co-treated with DEET] results in decreased methylation of SEC31A gene,affects^cotreatment|decreases^methylation,33148267
sec31a,Phenylmercuric Acetate,D010662,62-38-4,SEC31A,22872,Homo sapiens,9606,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of SEC31A mRNA",affects^cotreatment|increases^expression,27188386
sec31a,Phenylmercuric Acetate,D010662,62-38-4,SEC31A,22872,Homo sapiens,9606,Phenylmercuric Acetate results in increased expression of SEC31A mRNA,increases^expression,26272509
sec31a,phosphinothricin,C003121,51276-47-2,SEC31A,22872,Danio rerio,7955,phosphinothricin results in increased expression of SEC31A mRNA,increases^expression,31545209
sec31a,Piroxicam,D010894,36322-90-4,SEC31A,22872,Homo sapiens,9606,[Piroxicam co-treated with Cisplatin] results in increased expression of SEC31A mRNA,affects^cotreatment|increases^expression,21858171
sec31a,propiconazole,C045950,60207-90-1,SEC31A,22872,Rattus norvegicus,10116,propiconazole results in decreased expression of SEC31A mRNA,decreases^expression,30047161
sec31a,propiverine,C015586,60569-19-9,SEC31A,22872,Rattus norvegicus,10116,propiverine binds to SEC31A protein,affects^binding,29273565
